group_id,label,orbital_period_days,eccentricity,impact_parameter,transit_duration_hours,transit_depth,radius_ratio_rp_rs,inclination_deg,a_over_rs,planet_radius_rearth,semi_major_axis_au,equilibrium_temp_k,insolation_earth,stellar_teff_k,stellar_logg_cgs,stellar_metallicity_dex,stellar_radius_rsun,stellar_mass_msun
2141783,0,116.5214317,0.0,1.26,5.577,771.5,0.288236,88.32,42.9,44.41,0.4817,457.0,10.33,6056.0,4.179,0.0,1.411,1.096
9992325,1,24.08632177,0.0,0.802,2.236,1041.7,0.033194,89.14,53.6,2.78,0.1478,500.0,14.78,4973.0,4.537,-0.08,0.768,0.741
10206675,0,17.40208965,0.0,1.216,3.745,616.5,0.243775,82.56,9.39,16.37,0.1129,422.0,7.49,4098.0,4.662,0.08,0.615,0.634
3832716,0,1.141877248,0.0,0.598,4.33931,309490.0,0.593216,79.07,3.1521,88.62,0.0212,2184.0,5358.79,6158.0,4.152,-0.38,1.368,0.969
8453211,0,5.77675928,0.0,1.272,6.789,3522.5,0.34292,65.56,3.08,32.77,0.0575,954.0,195.79,5544.0,4.435,-0.4,0.875,0.761
8973129,1,24.1738244,0.0,0.251,3.056,532.6,0.020897,89.76,59.8,2.21,0.1589,595.0,29.69,5468.0,4.427,0.14,0.968,0.913
12505654,1,5.186737262,0.0,0.825,0.8023,712.7,0.028314,88.44,30.3,2.4,0.0559,860.0,129.37,5230.0,4.594,0.0,0.777,0.873
11670125,1,1.217000383,0.0,0.028,1.3285,459.8,0.019082,89.77,7.15,1.58,0.0201,1314.0,707.61,4859.0,4.545,-0.02,0.757,0.734
11461844,1,13.6823798,0.0,0.595,4.153,179.6,0.012774,88.35,20.65,1.43,0.1156,802.0,97.74,6102.0,4.457,0.0,1.026,1.099
9351920,1,8.79618433,0.0,0.05,3.3781,286.3,0.015488,89.86,20.18,1.77,0.0872,938.0,183.26,6142.0,4.456,0.07,1.046,1.143
2161536,1,16.85592593,0.0,0.038,2.309,871.5,0.026549,89.96,57.21,1.7,0.1082,408.0,6.52,3967.0,4.674,0.06,0.587,0.593
10549023,1,14.36270451,0.0,0.272,4.564,349.4,0.017363,89.34,23.58,2.31,0.1239,918.0,167.88,6643.0,4.357,-0.1,1.216,1.235
9661979,1,69.8956789,0.0,0.872,5.276,548.4,0.025186,89.08,54.6,3.04,0.32,442.0,8.99,5390.0,4.303,0.2,1.104,0.893
8219268,1,6.24667547,0.0,0.877,11.261,396.8,0.021978,68.65,2.41,14.93,0.0709,1902.0,3095.83,4604.0,2.936,0.3,6.221,1.218
10531955,1,2.344512589,0.0,0.803,1.4116,58.9,0.00784,84.08,7.78,0.97,0.0345,1471.0,1106.25,5821.0,4.328,0.04,1.132,0.995
4833421,1,5.766165573,0.0,0.017,3.8314,364.8,0.017485,89.92,11.711,2.27,0.0629,1159.0,426.48,6038.0,4.284,-0.16,1.191,0.995
8168187,1,18.3027235,0.0,0.742,8.262,186.7,0.013531,86.37,11.72,2.72,0.1343,902.0,156.71,5528.0,3.892,-0.3,1.839,0.962
9718066,1,16.09227518,0.0,0.932,2.1072,128.5,0.013459,87.69,23.2,0.98,0.1117,503.0,15.15,4657.0,4.641,0.02,0.67,0.748
8410415,1,44.2993483,0.0,0.614,4.298,797.9,0.026848,89.46,64.8,2.68,0.2348,463.0,10.85,5316.0,4.459,0.16,0.915,0.878
7987866,1,3.13877646,0.0,0.436,1.6663,174.1,0.012262,88.1,13.17,0.97,0.037,1022.0,257.32,5242.0,4.556,-0.54,0.722,0.684
11342416,1,25.3690868,0.0,0.845,4.746,110.1,0.0109,87.87,22.7,1.67,0.18,755.0,76.9,6126.0,4.224,0.14,1.406,1.212
9086251,1,6.89213244,0.0,0.541,1.725,82.0,0.008563,88.81,25.98,1.35,0.0771,1177.0,454.45,6164.0,4.227,0.38,1.446,1.286
4254466,1,42.3006282,0.0,0.269,4.372,507.9,0.020615,89.79,72.8,2.54,0.2415,558.0,22.94,5852.0,4.353,0.14,1.129,1.048
5801571,0,0.838597429,0.0,1.274,1.68668,2482.1,0.330932,49.33,1.955,44.67,0.0188,2278.0,6353.25,6366.0,4.352,0.16,1.236,1.257
9904006,1,55.1866213,0.0,0.225,9.133,375.5,0.017841,89.72,45.83,2.47,0.2919,568.0,24.56,6178.0,4.269,-0.04,1.267,1.085
5288570,0,1.728528176,0.0,0.787,3.682,197.6,0.014151,71.32,2.46,5.07,0.0326,2720.0,12977.86,6153.0,3.597,-0.12,3.279,1.55
9364609,1,14.97436238,0.0,0.092,2.4461,265.4,0.014655,89.89,47.26,1.28,0.1102,631.0,37.53,5311.0,4.532,-0.18,0.8,0.796
7457296,1,3.97076603,0.0,0.775,1.814,349.2,0.018881,86.0,11.1,1.6,0.0443,958.0,198.43,5178.0,4.521,-0.26,0.778,0.732
10328458,1,2.352273912,0.0,0.095,1.7389,318.6,0.015785,89.48,10.47,1.29,0.0325,1019.0,255.03,4816.0,4.608,0.24,0.748,0.836
7050060,0,22.0425953,0.0,1.191,61.2018,348.0,0.209167,25.78,1.322,28.78,0.1515,760.0,78.85,5974.0,4.216,-0.24,1.26,0.953
8321314,1,15.03366411,0.0,0.01,3.272,374.9,0.017431,89.98,35.71,1.7,0.1182,669.0,47.32,5523.0,4.526,0.16,0.891,0.972
11498128,1,106.247882,0.0,0.586,13.78,397.4,0.01889,89.32,49.1,2.01,0.4301,377.0,4.75,5679.0,4.435,0.0,0.972,0.938
8041216,1,8.508333104,0.0,0.004,3.4559,646.5,0.023076,89.99,19.251,2.6,0.0806,909.0,161.66,5767.0,4.396,0.0,1.03,0.963
11824786,1,12.94123564,0.0,0.028,4.636,328.8,0.016629,89.93,21.678,1.7,0.1082,795.0,94.29,6119.0,4.497,-0.26,0.938,1.01
12254909,1,5.349791,0.0,0.867,4.279,88.8,0.00997,80.06,5.03,1.29,0.0635,1156.0,422.79,6074.0,4.368,0.3,1.183,1.197
5022828,1,23.5541012,0.0,0.536,7.3,95.2,0.009353,88.55,21.1,2.33,0.2134,1381.0,859.63,9565.0,4.088,0.07,2.286,2.335
8233702,1,41.6977582,0.0,0.018,5.513,684.8,0.02375,89.98,59.15,2.26,0.233,488.0,13.45,5730.0,4.545,-0.06,0.87,0.968
8381204,1,8.32651854,0.0,0.782,5.483,267.9,0.016452,84.08,7.58,1.8,0.0812,938.0,182.69,6057.0,4.45,-0.1,1.0,1.024
4833421,1,21.58752788,0.0,0.009,4.4968,336.8,0.016798,89.99,37.29,2.18,0.1516,747.0,73.42,6038.0,4.284,-0.16,1.191,0.995
5357545,1,3.757294695,0.0,0.586,0.9269,273.3,0.015786,88.7,25.7,1.23,0.0435,877.0,139.89,4901.0,4.618,0.04,0.716,0.807
6871071,1,3.2828024,0.0,0.159,3.2532,142.5,0.010816,88.82,7.719,1.79,0.0436,1467.0,1093.39,5640.0,4.087,0.14,1.515,1.024
5342473,1,4.64495172,0.0,0.301,3.366,147.4,0.011202,88.31,10.2,1.38,0.055,1209.0,504.23,6047.0,4.343,-0.08,1.129,1.021
10583761,1,2.685054445,0.0,0.762,1.0473,252.7,0.016076,86.69,13.19,1.46,0.0346,1137.0,395.08,5266.0,4.484,-0.18,0.829,0.765
7542813,1,16.8600805,0.0,0.682,5.557,273.4,0.016086,87.77,17.48,1.71,0.1246,765.0,80.9,6205.0,4.419,-0.58,0.973,0.906
12058147,1,1.54320541,0.0,0.217,2.5779,91.2,0.008754,87.26,4.546,1.23,0.0257,1827.0,2636.85,5866.0,4.2,-0.16,1.282,0.95
5959753,1,8.30865307,0.0,0.333,3.2747,836.1,0.026057,88.99,18.82,2.42,0.0747,747.0,73.53,5022.0,4.485,0.18,0.849,0.804
6021193,1,11.93205399,0.0,0.123,6.205,178.5,0.01206,89.52,14.769,1.83,0.1079,905.0,158.22,5711.0,4.221,0.48,1.391,1.173
6021193,1,7.54235832,0.0,0.318,4.73,132.5,0.0105,88.44,11.7,1.59,0.0794,1054.0,292.19,5711.0,4.221,0.48,1.391,1.173
6871071,1,5.02818253,0.0,0.3,3.526,181.3,0.012294,88.37,10.55,2.03,0.0579,1272.0,620.0,5640.0,4.087,0.14,1.515,1.024
6871071,1,1.897828815,0.0,0.227,2.7114,132.4,0.010464,87.55,5.301,1.73,0.0302,1761.0,2278.95,5640.0,4.087,0.14,1.515,1.024
9278725,1,1.104462494,0.0,0.151,1.0458,469.1,0.019518,88.94,8.156,1.6,0.0188,1397.0,898.79,5002.0,4.543,-0.18,0.753,0.723
4458082,1,4.89336495,0.0,0.218,3.485,138.3,0.010904,88.82,10.61,1.6,0.0621,1374.0,842.45,6688.0,4.304,0.07,1.347,1.336
8042453,1,11.17392077,0.0,0.025,3.307,324.8,0.016441,89.94,26.239,1.64,0.0981,796.0,94.84,5911.0,4.519,-0.1,0.914,1.006
10874215,1,31.0325991,0.0,0.611,3.476,737.4,0.02592,89.38,56.2,2.64,0.1964,561.0,23.41,5841.0,4.52,0.07,0.931,1.047
6666233,0,0.512407185,0.0,0.301,1.0579,329.2,0.016697,85.27,3.65,1.03,0.0104,1255.0,583.45,3862.0,4.69,0.08,0.563,0.566
7661065,0,4.150297119,0.0,0.971,1.2058,593.4,0.032359,83.98,9.26,3.03,0.0486,981.0,218.44,5290.0,4.519,0.14,0.858,0.887
3937519,1,5.89661966,0.0,0.039,3.154,144.0,0.01076,89.84,14.439,1.28,0.0614,1000.0,237.1,5392.0,4.314,0.18,1.087,0.888
8866137,1,33.4178173,0.0,0.913,4.645,1166.8,0.038586,88.08,27.2,3.13,0.1899,448.0,9.56,5136.0,4.607,-0.12,0.744,0.827
9517393,1,56.7769831,0.0,0.703,6.864,884.3,0.029059,89.15,47.5,3.21,0.3002,491.0,13.74,6063.0,4.476,0.07,1.012,1.117
9351316,1,18.78429232,0.0,0.658,3.1136,1009.5,0.030522,88.97,36.6,2.14,0.1198,433.0,8.3,4243.0,4.637,0.02,0.641,0.651
6021193,1,3.61460279,0.0,0.516,3.227,64.8,0.007519,86.02,7.44,1.14,0.0487,1347.0,776.7,5711.0,4.221,0.48,1.391,1.173
10617017,1,13.15140223,0.0,0.872,5.439,97.8,0.010455,84.73,9.49,1.87,0.1187,1008.0,243.84,6154.0,4.12,0.14,1.636,1.287
3229150,1,18.5084526,0.0,1.258,6.596,758.9,0.286358,77.63,5.88,29.33,0.1383,683.0,51.32,5942.0,4.506,-0.06,0.938,1.028
7989422,0,7.47763833,0.0,0.012,2.5693,110.0,0.009635,89.97,22.4535,2.05,0.0744,1346.0,776.56,5957.0,3.849,-0.62,1.953,0.983
9641481,1,42.1918331,0.0,0.067,7.083,488.7,0.019889,89.92,46.32,2.35,0.2315,526.0,18.08,5520.0,4.339,0.16,1.08,0.928
8892157,1,3.73090026,0.0,0.822,2.9095,191.2,0.014249,81.98,5.89,1.48,0.0473,1128.0,383.51,5709.0,4.489,0.14,0.95,1.014
11569782,1,2.787874175,0.0,0.153,2.0348,197.4,0.012361,89.16,10.49,2.33,0.0382,1432.0,993.06,4827.0,3.942,0.56,1.727,0.952
4833421,1,37.9962369,0.0,0.023,6.7751,403.7,0.018389,89.97,43.624,2.39,0.221,618.0,34.55,6038.0,4.284,-0.16,1.191,0.995
7219825,1,17.23232894,0.0,0.395,4.5568,509.8,0.020998,89.17,27.2,2.79,0.1312,817.0,105.47,6086.0,4.274,-0.16,1.216,1.013
3749978,1,28.5057217,0.0,0.695,6.324,755.8,0.026795,88.47,26.04,2.55,0.1793,555.0,22.43,5712.0,4.534,-0.1,0.87,0.944
10010440,1,53.5991459,0.0,0.658,6.811,523.1,0.022119,89.2,47.0,2.49,0.2863,529.0,18.54,6319.0,4.447,-0.22,1.032,1.084
11718144,1,16.4581861,0.0,0.108,1.9637,435.8,0.018826,89.9,64.9,1.82,0.1244,644.0,40.61,5475.0,4.521,0.14,0.884,0.946
9473078,1,0.693842661,0.0,0.195,1.6197,49.3,0.00636,86.59,3.287,0.83,0.0148,2161.0,5182.78,5457.0,4.239,0.14,1.196,0.903
10864531,1,83.4887405,0.0,0.42,6.21,955.4,0.028709,89.75,96.4,2.95,0.3779,411.0,6.76,5910.0,4.505,-0.02,0.94,1.032
10864531,1,34.0607677,0.0,0.786,2.471,818.9,0.028882,89.36,69.9,2.96,0.2079,554.0,22.32,5910.0,4.505,-0.02,0.94,1.032
9472000,1,31.5888979,0.0,0.194,3.438,360.6,0.01735,89.84,70.1,2.59,0.197,682.0,51.02,5866.0,4.175,0.0,1.367,1.02
12505076,1,11.92979348,0.0,0.003,6.152,709.3,0.0242,89.99,15.184,2.43,0.1028,770.0,83.04,5831.0,4.517,0.0,0.921,1.016
10600955,1,65.6480892,0.0,0.949,5.746,588.7,0.028896,88.43,34.7,3.93,0.3197,485.0,13.04,5565.0,4.251,0.32,1.246,1.008
10801100,0,102.653705,0.0,1.184,53.5887,687.3,0.211178,72.52,3.94,39.16,0.4703,562.0,23.66,6711.0,4.097,-0.24,1.698,1.32
4473226,1,14.83340944,0.0,0.399,3.927,783.0,0.025764,89.16,27.3,2.54,0.1134,694.0,54.74,5570.0,4.471,-0.08,0.904,0.882
8914779,0,0.987338654,0.0,0.002,2.591,26.5,0.004734,89.97,2.983,0.98,0.0203,2669.0,11973.87,6258.0,3.939,-0.3,1.896,1.14
8963721,0,1.811460943,0.0,0.971,5.065,428.5,0.025677,43.48,1.3387,2.83,0.028,1508.0,1224.37,5700.0,4.382,-0.12,1.008,0.894
10132832,1,16.07673148,0.0,0.108,2.205,488.0,0.020172,89.89,56.52,2.14,0.1281,724.0,64.75,5957.0,4.498,0.07,0.971,1.083
3219995,1,18.87058705,0.0,0.878,3.4701,588.0,0.025771,87.72,22.0,2.67,0.1401,701.0,56.97,6103.0,4.496,-0.2,0.949,1.028
6062929,1,22.1334224,0.0,0.025,2.049,654.6,0.022996,89.98,84.4,1.76,0.1416,507.0,15.65,5165.0,4.633,-0.32,0.702,0.782
7504778,1,17.1369408,0.0,0.03,6.416,362.1,0.017456,89.92,20.762,2.05,0.135,775.0,85.15,6218.0,4.421,-0.04,1.077,1.114
7219825,1,26.6951944,0.0,0.136,4.576,132.6,0.010567,89.83,44.63,1.4,0.1757,706.0,58.81,6086.0,4.274,-0.16,1.216,1.013
7097965,1,7.72085047,0.0,0.963,1.8264,267.0,0.019674,84.91,10.86,2.53,0.0761,1021.0,257.14,5887.0,4.29,-0.06,1.177,0.985
4249725,1,6.312508525,0.0,0.029,2.7455,1286.0,0.032005,89.91,18.129,2.0,0.0561,575.0,25.94,4090.0,4.696,-0.18,0.571,0.591
3967326,1,4.19577385,0.0,0.521,2.1557,874.2,0.027507,87.73,13.19,3.02,0.0488,1047.0,283.78,5229.0,4.378,0.32,1.005,0.878
6768394,1,7.1329472,0.0,0.612,4.368,145.0,0.011502,86.52,10.07,1.64,0.0719,1102.0,349.21,5862.0,4.194,-0.1,1.307,0.973
6768394,1,8.91901228,0.0,0.619,4.141,180.6,0.012857,87.32,13.21,1.84,0.0835,1023.0,258.92,5862.0,4.194,-0.1,1.307,0.973
5211199,1,4.5620407,0.0,0.925,2.8521,81.6,0.010314,79.48,5.06,2.82,0.0592,1533.0,1306.97,5343.0,3.764,0.08,2.506,1.33
9205938,1,108.593113,0.0,0.007,7.989,338.2,0.016727,90.0,105.58,1.68,0.4126,374.0,4.64,5678.0,4.409,-0.4,0.921,0.794
10723367,1,19.9865916,0.0,0.962,4.391,648.0,0.031224,85.75,12.99,4.22,0.1404,720.0,63.67,5500.0,4.218,0.14,1.238,0.922
10723367,1,12.12580644,0.0,0.805,3.289,327.5,0.018511,87.38,17.59,2.5,0.1007,851.0,123.78,5500.0,4.218,0.14,1.238,0.922
5005121,1,76.421501,0.0,0.015,7.218,578.4,0.021656,89.99,82.6,2.81,0.3462,455.0,10.11,5561.0,4.263,0.16,1.19,0.946
4833421,1,56.2590881,0.0,0.026,8.114,348.8,0.017091,89.97,53.86,2.22,0.287,543.0,20.49,6038.0,4.284,-0.16,1.191,0.995
8229458,1,1.646801683,0.0,0.129,1.1966,284.2,0.01543,89.3,10.61,0.86,0.0223,806.0,99.8,3810.0,4.753,-0.02,0.513,0.543
11495458,1,10.45839865,0.0,0.009,3.154,306.8,0.015375,89.98,25.73,1.25,0.0845,609.0,32.45,4641.0,4.557,0.16,0.747,0.734
5978559,1,95.6114617,0.0,0.046,7.489,487.4,0.020097,89.97,99.39,2.37,0.4267,421.0,7.45,6002.0,4.424,0.2,1.081,1.135
6768394,1,11.8984948,0.0,0.836,3.015,130.9,0.011851,87.21,17.2,1.69,0.1012,929.0,176.27,5862.0,4.194,-0.1,1.307,0.973
6922710,1,23.1274171,0.0,0.737,4.901,157.3,0.012395,88.31,25.0,1.44,0.1602,667.0,46.89,5865.0,4.393,0.07,1.066,1.024
11348997,1,5.132486123,0.0,0.217,1.4575,908.4,0.026773,89.54,27.0,1.69,0.0497,584.0,27.41,3879.0,4.707,0.32,0.578,0.619
5705819,1,8.77997349,0.0,0.481,3.2201,755.7,0.025421,88.54,18.88,2.12,0.0787,713.0,61.24,5191.0,4.597,-0.06,0.764,0.85
6696580,1,57.6896212,0.0,0.924,5.118,1626.6,0.044886,88.74,42.1,5.14,0.3025,512.0,16.19,6228.0,4.441,-0.08,1.049,1.107
11358389,1,10.66489514,0.0,0.308,3.159,292.6,0.015773,89.29,24.97,1.76,0.0961,865.0,132.15,6014.0,4.436,-0.04,1.021,1.037
3847907,1,3.573202801,0.0,0.053,2.88,2975.0,0.049237,89.69,9.9507,5.81,0.0457,1210.0,507.91,5646.0,4.37,0.22,1.08,0.996
4370527,1,61.6174528,0.0,0.091,3.816,1350.7,0.033006,89.96,126.93,3.36,0.302,424.0,7.67,5480.0,4.485,0.24,0.931,0.966
6041734,1,24.3398202,0.0,0.928,3.891,777.3,0.031817,87.53,21.5,5.09,0.1644,737.0,69.79,5596.0,4.105,0.14,1.466,0.998
5125347,1,7.16520428,0.0,0.142,1.705,433.8,0.019138,89.75,32.4,2.31,0.0765,1034.0,270.34,6174.0,4.417,0.1,1.103,1.162
9336200,1,1.755843555,0.0,0.893,1.9425,386.0,0.021444,75.45,3.55,1.94,0.0277,1343.0,771.02,5569.0,4.566,-0.08,0.829,0.928
4770617,1,5.18560081,0.0,0.012,4.054,252.6,0.014547,89.93,9.931,2.34,0.0631,1314.0,705.79,6172.0,4.198,0.16,1.471,1.25
4454934,1,33.4698571,0.0,0.876,4.749,370.7,0.020478,88.22,28.2,2.45,0.2006,609.0,32.52,5912.0,4.342,-0.14,1.094,0.96
7120108,1,1.025857984,0.0,0.779,0.8069,270.7,0.016977,83.02,6.41,1.57,0.0187,1520.0,1264.7,5123.0,4.501,0.14,0.847,0.828
10730703,1,5.60013327,0.0,0.046,2.6508,329.2,0.01622,89.84,16.3947,1.73,0.0587,952.0,194.26,5288.0,4.391,0.18,0.978,0.858
8007644,1,25.2034128,0.0,0.168,4.515,697.1,0.024063,89.78,43.08,2.42,0.1693,600.0,30.62,5831.0,4.517,0.0,0.921,1.016
6383785,1,5.640676975,0.0,0.033,2.8354,1453.3,0.034594,89.88,15.726,4.59,0.0627,1125.0,379.36,5794.0,4.282,0.14,1.216,1.032
6696580,1,25.5638626,0.0,0.85,4.685,1124.9,0.034909,88.02,24.6,4.0,0.1758,671.0,47.94,6228.0,4.441,-0.08,1.049,1.107
4249725,1,12.7945474,0.0,0.18,3.4197,816.7,0.025596,89.64,28.87,1.6,0.0899,455.0,10.1,4090.0,4.696,-0.18,0.571,0.591
8505920,1,42.4269647,0.0,0.962,5.907,632.4,0.031124,87.3,20.42,3.44,0.2274,496.0,14.33,5330.0,4.366,0.18,1.013,0.869
7918992,1,1.434745129,0.0,0.108,1.862,200.7,0.012886,88.96,5.958,1.5,0.0252,1664.0,1813.0,5806.0,4.4,0.16,1.064,1.037
11308499,1,3.28192056,0.0,0.223,2.917,191.0,0.012619,88.5,8.51,1.6,0.0442,1326.0,728.9,5859.0,4.335,0.16,1.162,1.064
11308499,1,12.51610549,0.0,0.023,4.853,263.0,0.014724,89.93,20.0,1.87,0.1078,848.0,122.54,5859.0,4.335,0.16,1.162,1.064
11030475,1,2.81814715,0.0,0.305,1.763,278.6,0.015134,88.52,11.84,1.3,0.0364,1059.0,298.2,5167.0,4.555,-0.04,0.787,0.812
5023956,0,1.824649,0.0,0.901,4.2285,3218.5,0.061323,64.33,2.0809,5.31,0.026,1508.0,1222.28,6190.0,4.487,-1.94,0.793,0.704
12401863,1,2.832647249,0.0,0.374,2.306,114.7,0.009889,87.57,8.83,1.37,0.0403,1453.0,1054.98,5865.0,4.266,0.16,1.272,1.088
5534941,1,3.70063251,0.0,0.71,5.408,68.6,0.008108,79.31,3.83,1.24,0.0455,1329.0,737.02,5423.0,4.105,0.08,1.404,0.915
11121752,1,3.93083997,0.0,0.222,2.932,101.4,0.009264,88.74,10.1,1.2,0.0487,1317.0,711.45,6038.0,4.284,-0.16,1.191,0.995
11121752,1,7.63008196,0.0,0.628,2.78,124.0,0.010695,87.84,16.62,1.39,0.0758,1056.0,293.67,6038.0,4.284,-0.16,1.191,0.995
2990873,1,16.22378479,0.0,0.413,2.5462,262.3,0.014927,89.48,45.1,1.51,0.1212,676.0,49.35,5547.0,4.46,0.0,0.925,0.9
9307509,1,9.76293284,0.0,0.499,3.064,553.2,0.021757,88.68,21.72,1.94,0.0821,703.0,57.59,5052.0,4.503,0.02,0.816,0.773
10158729,1,58.601926,0.0,0.392,5.522,396.4,0.018557,89.71,76.2,2.06,0.2996,508.0,15.8,6250.0,4.44,-0.22,1.019,1.038
6105462,1,25.0823402,0.0,0.865,6.423,244.6,0.01637,86.89,15.94,2.26,0.1685,776.0,85.76,6429.0,4.241,-0.46,1.262,1.011
3120355,1,78.0998908,0.0,0.528,8.422,656.9,0.024047,89.51,62.1,3.37,0.3625,480.0,12.52,5779.0,4.238,0.16,1.284,1.039
6047072,1,4.27103727,0.0,0.02,2.2759,180.4,0.012297,89.92,14.52,1.22,0.0514,1108.0,356.54,5984.0,4.521,-0.2,0.906,0.993
3862246,0,4.702495974,0.0,1.303,2.3421,4787.3,0.388365,79.93,7.45,37.24,0.0519,981.0,219.08,5408.0,4.476,-0.06,0.878,0.842
4173026,1,10.44087398,0.0,0.914,3.743,821.5,0.031855,84.89,10.26,3.41,0.0915,829.0,111.52,5738.0,4.426,-0.06,0.981,0.936
5350244,1,12.5722897,0.0,0.252,4.765,86.5,0.008561,89.27,19.69,1.09,0.1072,886.0,145.82,6084.0,4.319,-0.06,1.169,1.037
5374403,1,40.8366307,0.0,0.363,4.956,264.8,0.014897,89.65,59.6,1.5,0.2237,496.0,14.3,5529.0,4.457,0.0,0.925,0.893
10925113,0,11.7761073,0.0,0.829,2.829,281.3,0.017456,87.47,18.78,1.31,0.0908,619.0,34.75,5096.0,4.618,-0.4,0.689,0.719
11769801,0,29.7123181,0.0,1.202,70.3707,385.4,0.221351,31.46,1.409,46.43,0.2049,870.0,135.31,6440.0,3.984,-0.14,1.921,1.299
11752906,1,20.6180348,0.0,0.155,3.267,769.5,0.024893,89.82,48.85,1.57,0.1228,359.0,3.92,3757.0,4.681,0.48,0.576,0.581
1995519,1,19.9401211,0.0,0.862,4.283,758.9,0.029059,87.53,20.0,2.42,0.1357,588.0,28.29,5623.0,4.596,-0.4,0.763,0.853
4914566,1,22.2420032,0.0,0.897,7.532,63.5,0.008612,85.08,10.46,2.04,0.1655,954.0,195.54,5979.0,3.854,-0.12,2.164,1.219
6198182,1,3.88148385,0.0,0.252,2.679,36.3,0.005515,88.66,10.79,0.59,0.0488,1156.0,423.0,5854.0,4.469,0.06,0.979,1.03
10024051,1,0.577369336,0.0,0.032,1.0852,400.4,0.01816,89.56,4.179,1.42,0.0125,1757.0,2239.26,5255.0,4.617,-0.34,0.716,0.776
8676038,0,186.65435483,,,10.51,,,,,,,,,,,,,
4349452,1,12.720370263,0.0,0.787,2.7306,1180.1,0.03461,88.12,23.9,4.75,0.1101,934.0,180.23,6267.0,4.28,-0.06,1.258,1.097
8676038,0,86.59322294,,,7.98,,,,,,,,,,,,,
10419312,0,2.493237866,0.0,0.975,2.644,259.2,0.021013,66.07,2.4,9.48,0.04,2241.0,5975.48,5002.0,3.344,-0.06,4.131,1.375
3234598,1,12.90467523,0.0,0.553,3.28,412.4,0.018884,88.77,25.7,1.49,0.0962,545.0,20.91,4513.0,4.574,0.16,0.722,0.712
10453588,1,68.8861017,0.0,0.241,5.925,143.9,0.010983,89.84,87.2,1.47,0.3133,501.0,14.91,5753.0,4.2,-0.28,1.222,0.863
11125613,1,9.99115241,0.0,0.691,2.657,391.7,0.019277,88.16,21.5,1.68,0.0833,660.0,44.77,4838.0,4.524,0.18,0.796,0.771
7212184,1,36.292017,0.0,0.002,8.198,374.7,0.01758,90.0,34.42,3.1,0.2226,694.0,54.91,5843.0,4.069,0.14,1.615,1.115
5307858,0,1.867281146,0.0,1.252,7.495,701.1,0.278578,22.51,1.355,31.18,0.0306,1561.0,1405.94,6117.0,4.457,-0.02,1.025,1.095
6605493,1,9.30991834,0.0,0.551,3.455,114.5,0.010094,88.19,17.44,1.21,0.0866,913.0,164.38,5806.0,4.353,0.06,1.101,0.996
7259298,1,3.23941775,0.0,0.386,2.569,77.4,0.008203,87.54,9.0,0.77,0.0419,1213.0,511.14,6075.0,4.541,-0.46,0.858,0.934
6211812,1,2.524017517,0.0,0.077,1.1968,303.0,0.01576,89.73,16.33,1.5,0.0344,1203.0,495.14,5420.0,4.487,-0.06,0.871,0.849
3234598,1,31.2012202,0.0,0.714,4.077,360.1,0.018653,89.04,42.5,1.47,0.1734,406.0,6.44,4513.0,4.574,0.16,0.722,0.712
5621586,1,5.25419589,0.0,0.007,2.9878,461.8,0.019706,89.97,13.711,2.12,0.0602,1093.0,338.15,6123.0,4.472,-0.14,0.987,1.053
9210387,1,5.90608902,0.0,0.025,2.409,340.7,0.016855,89.93,19.04,1.77,0.065,1012.0,247.83,5966.0,4.493,-0.02,0.961,1.049
11852982,1,13.81504449,0.0,0.868,2.3244,1032.6,0.034399,88.06,25.6,1.91,0.0903,391.0,5.52,3732.0,4.736,0.02,0.509,0.515
8559152,1,12.4128518,0.0,0.711,4.298,108.1,0.010188,87.43,15.86,1.5,0.1063,933.0,179.24,5945.0,4.196,-0.02,1.346,1.039
2718778,1,3.92453009,0.0,0.112,3.691,463.5,0.019616,89.22,8.254,1.82,0.0478,1074.0,314.25,5776.0,4.554,-0.18,0.849,0.939
3122913,1,11.60653061,0.0,0.024,2.194,771.7,0.024534,89.97,41.39,1.88,0.0885,584.0,27.47,4703.0,4.582,-0.14,0.701,0.686
9229657,1,2.66831274,0.0,0.333,2.4141,266.2,0.015027,87.65,8.12,1.48,0.0376,1252.0,581.38,5806.0,4.528,-0.04,0.899,0.996
10415227,0,2.9322509,0.0,0.457,2.931,181.2,0.0126,86.22,6.94,1.33,0.0407,1312.0,700.81,6106.0,4.487,-0.16,0.966,1.043
5175024,1,23.4772553,0.0,0.013,6.735,141.4,0.010955,89.97,26.93,1.34,0.1633,738.0,70.05,6384.0,4.361,-0.24,1.121,1.046
9026749,1,66.5576728,0.0,0.254,10.532,214.2,0.013335,89.69,47.37,4.96,0.38,757.0,77.68,5734.0,3.591,0.26,3.405,1.648
12216278,0,2.01948607,0.0,0.977,5.248,275.4,0.020811,42.29,1.32,2.15,0.0311,1430.0,988.37,5884.0,4.481,-0.1,0.944,0.985
9159242,0,3.04468229,0.0,0.623,5.951,71.4,0.008074,78.74,3.19,0.86,0.0383,1244.0,566.03,5575.0,4.363,-0.24,0.98,0.81
12061096,0,15.05028313,0.0,0.3125,1.848,615.2,0.022798,89.95,60.6,2.46,0.1233,735.0,69.16,5887.0,4.49,0.21,0.989,1.102
