group_id,orbital_period_days,eccentricity,impact_parameter,transit_duration_hours,transit_depth,radius_ratio_rp_rs,inclination_deg,a_over_rs,planet_radius_rearth,semi_major_axis_au,equilibrium_temp_k,insolation_earth,stellar_teff_k,stellar_logg_cgs,stellar_metallicity_dex,stellar_radius_rsun,stellar_mass_msun
10811496,19.89913995,0.0,0.969,1.7822,10829.0,0.154046,88.96,53.5,14.6,0.1419,638.0,39.3,5853.0,4.544,-0.18,0.868,0.961
11818800,40.4195037,0.0,0.911,3.362,6256.0,0.088069,89.05,54.7,7.51,0.2062,467.0,11.29,5446.0,4.507,-0.54,0.781,0.714
11918099,7.2406612,0.0,1.198,0.558,556.4,0.232818,87.62,28.8,19.45,0.0692,734.0,68.63,5005.0,4.595,0.14,0.765,0.85
9579641,3.43591631,0.0,0.624,3.133,23.2,0.004612,84.62,6.65,0.55,0.0437,1272.0,617.61,5779.0,4.339,-0.06,1.087,0.941
3115833,10.181584004,0.0,0.92,3.5089,5741.1,0.084708,85.87,12.776,7.73,0.0884,812.0,102.91,5988.0,4.541,-0.52,0.836,0.885
3453214,19.620346923,0.0,0.458,2.0038,21725.0,0.137595,89.66,77.9,13.6,0.1389,643.0,40.39,5710.0,4.492,-0.1,0.905,0.928
4544670,34.84398644,0.0,0.934,2.9315,4523.6,0.080046,88.92,49.31,7.61,0.1971,511.0,16.1,5509.0,4.482,-0.16,0.871,0.84
4936180,4.64090031,0.0,1.28,35.512,2450.6,0.333559,19.01,1.354,30.09,0.0503,1155.0,421.08,6463.0,4.5,-1.66,0.826,0.786
5115978,1.028436523,0.0,1.5734,1.8606,8098.0,0.673134,57.3,2.891,72.77,0.0197,1947.0,3400.48,6228.0,4.428,-0.44,0.99,0.959
6867155,235.9986399,0.0,0.778,8.2284,20715.0,0.14756,89.76,184.83,10.59,0.6534,188.0,0.29,4245.0,4.627,0.12,0.657,0.666
6526710,39.74893077,0.0,0.881,7.3051,15179.0,0.134949,88.3,29.734,14.21,0.2311,552.0,21.87,6122.0,4.487,-0.18,0.964,1.041
6599919,13.61014819,0.0,1.081,2.594,5732.9,0.192842,86.94,20.24,19.02,0.1061,733.0,68.29,5697.0,4.46,-0.26,0.903,0.857
6862328,119.0207044,0.0,0.076,8.1405,7430.5,0.077431,89.96,120.05,8.98,0.4582,366.0,4.25,5453.0,4.342,0.16,1.062,0.904
7031517,12.940668656,0.0,0.897,2.4845,42450.0,0.259639,88.54,35.21,22.94,0.1039,723.0,64.64,5875.0,4.572,-0.42,0.809,0.895
7380537,2.688899233,0.0,0.001,2.11275,37492.0,0.172543,90.0,11.4204,12.04,0.0335,929.0,175.76,4820.0,4.667,-0.4,0.639,0.699
8013419,12.732624065,0.0,0.811,2.2083,6465.7,0.082519,88.53,31.62,4.87,0.0881,432.0,8.22,3950.0,4.721,-0.14,0.541,0.563
8018547,83.92494032,0.0,0.658,6.7904,7958.7,0.086015,89.54,81.6,4.78,0.3031,226.0,0.62,3960.0,4.746,-0.36,0.509,0.526
8552202,3.886655224,0.0,0.649,3.1646,581.6,0.023262,85.02,7.47,1.87,0.0451,1010.0,246.29,5662.0,4.61,-0.54,0.738,0.813
9140402,2.494170338,0.0,0.095,1.1221,863.7,0.026777,89.69,17.37,2.42,0.0351,1194.0,480.19,5569.0,4.566,-0.08,0.829,0.928
8951215,39.4759093,0.0,0.938,2.968,1012.6,0.036074,88.8,44.7,4.06,0.2338,577.0,26.13,6225.0,4.45,-0.12,1.031,1.091
9347899,9.61731426,0.0,0.331,3.8692,234.0,0.01416,88.96,18.21,1.94,0.0873,1010.0,246.13,6035.0,4.22,-0.28,1.257,0.958
2860866,90.1240507,0.0,0.698,11.649,3020.3,0.053684,89.14,46.7,7.12,0.427,485.0,13.09,6520.0,4.375,0.07,1.215,1.279
10460629,856.672115,0.0,0.1158,23.144,858.1,0.027062,89.95,288.6,3.87,1.8045,242.0,0.81,6449.0,4.232,-0.32,1.309,1.063
10319385,0.689210173,0.0,0.154,1.6169,195.0,0.012649,87.33,3.315,1.32,0.0156,1943.0,3362.71,5630.0,4.505,0.36,0.954,1.064
11502218,3.9886021,0.0,0.06,1.7376,673.5,0.023067,89.81,17.92,34.39,0.0622,3145.0,23135.72,4813.0,2.472,-0.22,13.652,2.016
11180361,0.533059312,0.0,1.263,1.8621,1495.8,0.301918,29.64,1.452852,133.56,0.0167,5862.0,277887.7,8523.0,3.559,-0.5,4.051,2.166
10287723,129995.7784,0.0,0.7127,9.408,1474.9,0.037707,89.95,79614.0,2.99,44.9892,25.0,0.0,4500.0,4.572,0.2,0.726,0.717
11013201,13.118962443,0.0,0.042,4.3045,372.2,0.017826,89.9,23.6858,8.25,0.1376,1768.0,2310.43,7221.0,3.488,-0.18,4.24,2.018
11013201,7.82187328,0.0,0.005,3.8417,42.2,0.006005,89.98,15.658,2.78,0.0975,2101.0,4601.71,7221.0,3.488,-0.18,4.24,2.018
9414417,53.5057611,0.0,0.46,10.5616,195.6,0.013111,89.25,34.9,2.52,0.2934,675.0,49.16,6247.0,4.016,-0.12,1.762,1.174
2307199,13.4471791,0.0,0.963,3.0454,1428.2,0.046114,86.0,13.815,5.24,0.1109,848.0,122.34,6276.0,4.405,-0.32,1.041,1.001
2853446,7.37290344,0.0,0.993,2.172,205.2,0.022864,81.09,6.41,2.67,0.0737,1004.0,240.11,5973.0,4.371,-0.14,1.07,0.982
3942446,119.0624882,0.0,0.968,3.1188,5372.3,0.103475,89.64,154.5,10.4,0.4328,366.0,4.26,5697.0,4.392,-0.52,0.92,0.76
3554031,14.8623076,0.0,0.324,3.161,840.0,0.025982,89.47,34.98,1.57,0.0993,454.0,10.08,4362.0,4.722,-0.5,0.554,0.59
10743597,16.15811112,0.0,1.8572,6.049,2319.8,0.902495,77.35,8.63,86.13,0.1233,660.0,44.83,5619.0,4.536,0.02,0.874,0.956
3644071,1295.362215,0.0,1.3935,28.297,8708.0,0.505204,89.38,199.0,57.82,2.2372,169.0,0.19,5609.0,4.346,-0.04,1.048,0.889
1431122,4.2989201,0.0,0.972,2.747,237.6,0.019694,75.22,3.81,2.12,0.0492,1046.0,283.62,5300.0,4.385,0.18,0.986,0.861
8260218,5.714817603,0.0,0.096,3.14126,12295.0,0.101045,89.64,15.258,9.29,0.0597,943.0,187.27,5695.0,4.526,-0.28,0.842,0.869
6359320,2.83668931,0.0,0.33,3.031,166.1,0.011852,87.25,6.87,1.19,0.0395,1242.0,562.48,5831.0,4.517,0.0,0.921,1.016
3447722,1.00861677,,,0.91,,,,,,,,,,,,,
12105051,2.624234833,0.0,0.781,1.3874,2607.0,0.052044,85.62,10.22,5.11,0.0368,1164.0,434.31,5340.0,4.514,0.36,0.899,0.963
8240904,92.77779,0.0,0.0174,6.64,359.0,0.017215,89.95,108.6,1.92,0.4083,410.0,6.7,5888.0,4.444,0.1,1.019,1.053
3756801,422.917678,0.0,0.7887,31.274,1367.7,0.037343,89.38,69.6,5.89,1.1043,292.0,1.73,5796.0,4.12,-0.02,1.444,1.004
8313667,30.5872153,0.0,0.013,5.3698,464.8,0.01965,89.98,44.37,2.32,0.1931,621.0,35.08,5944.0,4.38,0.0,1.082,1.024
10149023,9.95639775,0.0,1.222,5.615,510.5,0.244849,69.16,3.44,28.15,0.095,905.0,158.42,6161.0,4.454,0.07,1.053,1.15
9772531,31.201692472,0.0,0.001,2.15663,34514.0,0.169571,90.0,129.27,8.31,0.1498,286.0,1.59,3748.0,4.796,-0.3,0.449,0.461
10295951,6.810823723,0.0,0.57,7.98574,14447.0,0.114797,84.8,6.291,26.06,0.0798,1626.0,1656.16,7226.0,3.967,-0.4,2.079,1.461
3329204,51.59809554,0.0,0.251,2.0153,5869.2,0.070071,89.93,203.4,6.57,0.2675,449.0,9.61,5681.0,4.551,-0.06,0.859,0.957
3230491,1500.0,0.0,0.9243,7.109,9592.0,0.118113,89.95,1014.0,9.8,2.4144,139.0,0.09,5606.0,4.597,-0.4,0.76,0.832
2162635,1500.1406772,0.0,0.9131,25.727,4129.9,0.07359,89.95,251.5,18.35,2.634,206.0,0.42,5009.0,3.755,0.07,2.283,1.083
6837146,20.51360192,0.0,0.703,3.4769,1174.1,0.033497,88.82,34.2,2.58,0.1323,540.0,20.15,5310.0,4.608,-0.5,0.704,0.733
6607286,0.783276173,0.0,0.041,1.6735,264.7,0.014734,89.37,3.673,1.98,0.0165,2149.0,5056.88,5640.0,4.247,0.16,1.233,0.979
6607286,3.17405898,0.0,0.422,2.3156,282.2,0.015521,87.51,9.7,2.09,0.042,1348.0,780.46,5640.0,4.247,0.16,1.233,0.979
11075279,345.1589354,0.0,0.87,7.5646,5087.9,0.076581,89.77,220.9,7.79,0.9746,241.0,0.8,5597.0,4.515,0.28,0.931,1.032
6607447,99.6442783,0.0,0.966,5.1772,3215.6,0.076417,89.21,69.73,8.48,0.4283,415.0,6.98,6102.0,4.447,-0.08,1.016,1.049
6441738,19.03723442,0.0,0.033,3.3882,401.3,0.018189,89.96,43.69,5.74,0.1404,1051.0,288.04,5248.0,3.523,-0.58,2.892,1.017
8616873,0.576078683,0.0,1.113,1.63253,10085.0,0.260658,55.71,1.976,23.23,0.0131,1982.0,3647.63,5693.0,4.57,-0.24,0.816,0.911
8494263,78.9257421,0.0,0.359,7.5193,17972.0,0.123557,89.76,85.4,11.9,0.3578,398.0,5.94,5750.0,4.538,-0.04,0.882,0.98
10928043,6.84639884,0.0,0.9,3.4919,149.7,0.013285,82.65,7.03,1.9,0.0732,1132.0,387.84,6065.0,4.251,0.07,1.31,1.115
10794087,12.37679312,,,3.85,,,,,,,,,,,,,
8813698,268.9410974,0.0,0.765,5.4434,9010.2,0.095141,89.85,295.8,13.57,0.8272,321.0,2.52,5798.0,4.224,0.14,1.306,1.041
4074736,80.9669561,0.0,0.007,2.5276,4733.0,0.062648,90.0,260.0,5.04,0.3412,364.0,4.14,5611.0,4.61,-0.5,0.737,0.824
4274548,6.80082032,0.0,0.597,1.9883,699.9,0.025016,88.43,21.79,1.88,0.0636,697.0,55.83,4805.0,4.633,-0.06,0.688,0.769
11336883,54.325574,0.0,0.154,9.86,44.2,0.00612,89.95,41.8,0.76,0.2997,545.0,20.85,6343.0,4.411,0.07,1.137,1.213
11336883,20.01959599,,,7.0,,,,,,,,,,,,,
8631160,162.0479502,0.0,0.663,9.8974,4840.5,0.067347,89.64,104.64,11.52,0.6344,437.0,8.65,6309.0,4.16,0.12,1.567,1.294
9202151,1.694740233,0.0,0.671,1.6864,1446.8,0.036824,83.71,6.12,2.12,0.0229,797.0,95.14,3764.0,4.739,0.14,0.527,0.555
4760746,15.068060768,0.0,0.88,3.3011,19387.0,0.156734,88.07,26.185,16.43,0.1213,742.0,71.78,5982.0,4.493,-0.04,0.96,1.047
9427402,6.247030799,0.0,0.039,1.4848,1496.6,0.035446,89.93,33.26,1.89,0.0528,512.0,16.23,3821.0,4.764,-0.24,0.487,0.503
3962440,700.00298217,0.0,0.143,7.6525,3245.9,0.052659,89.95,728.8,6.43,1.6115,238.0,0.76,6487.0,4.397,-0.22,1.118,1.136
3534076,272.0868353,0.0,0.3629,2.7145,5572.0,0.068915,89.95,770.0,5.95,0.7652,251.0,0.93,5587.0,4.548,-0.4,0.791,0.806
4466677,42.0370662,0.0,0.672,6.282,266.8,0.015824,89.01,38.9,1.66,0.2285,527.0,18.16,5823.0,4.427,-0.24,0.96,0.899
4466677,21.0112068,0.0,0.853,4.507,163.6,0.013379,87.5,19.51,1.4,0.1439,663.0,45.79,5823.0,4.427,-0.24,0.96,0.899
9100484,8.75059775,0.0,0.33,2.8288,881.9,0.026678,89.18,22.99,2.27,0.0797,682.0,51.0,4942.0,4.599,0.36,0.779,0.884
6620003,1.714274727,0.0,1.182,2.06728,28460.0,0.427965,76.93,5.229,25.0,0.0229,827.0,110.02,3874.0,4.715,-0.1,0.535,0.541
7363829,384.02570682,,,14.56,,,,,,,,,,,,,
6719086,3.014330766,0.0,0.01,2.4747,975.3,0.027625,89.94,9.581,2.87,0.0398,1124.0,377.79,5209.0,4.446,0.56,0.953,0.925
11026304,13.35151248,0.0,0.573,3.6045,3308.8,0.053942,88.69,25.04,4.44,0.1004,585.0,27.77,4843.0,4.562,0.04,0.754,0.755
11342550,1693.6636225,0.0,0.5283,22.604,9515.3,0.091785,89.95,547.0,10.23,2.8364,157.0,0.14,5923.0,4.445,0.08,1.021,1.059
6946199,104.8205868,0.0,0.918,4.4794,3920.1,0.069522,89.46,98.1,6.45,0.4183,376.0,4.74,5986.0,4.527,-0.5,0.85,0.886
10867062,34.2966363,0.0,0.711,19.718,696.6,0.025847,85.86,9.86,3.29,0.2003,584.0,27.6,5490.0,4.263,0.14,1.167,0.911
8046659,31.56904354,0.0,0.985,2.6364,4229.4,0.102553,88.76,45.3,11.18,0.1878,575.0,25.83,5654.0,4.387,-0.1,0.998,0.886
7841925,0.840594032,0.0,0.018,1.404,49.8,0.006393,89.78,4.639,0.62,0.0161,1780.0,2368.31,5440.0,4.438,-0.24,0.885,0.782
4276716,20.6654374,0.0,0.05,3.172,100.4,0.008896,89.94,50.16,0.66,0.1291,487.0,13.35,4830.0,4.605,-0.34,0.676,0.671
7287683,69.8347983,0.0,0.672,8.262,266.6,0.01588,89.22,49.2,3.51,0.4019,765.0,80.97,7732.0,4.075,0.07,2.022,1.774
8266276,2.59488443,0.0,0.885,1.684,592.2,0.02711,81.79,6.2,2.36,0.034,1014.0,249.92,4748.0,4.526,0.3,0.797,0.776
8396405,19.18109525,0.0,0.007,2.424,865.4,0.026864,89.99,62.07,1.72,0.1178,513.0,16.42,5214.0,4.673,-1.46,0.587,0.591
7199906,220.65651253,,,7.82,,,,,,,,,,,,,
9017682,11.30507984,0.0,0.195,3.989,278.4,0.015211,89.48,21.58,1.4,0.0964,744.0,72.67,5705.0,4.556,-0.14,0.844,0.936
10749128,9.9824036,0.0,0.8093,1.09,83.9,0.009376,88.81,42.2,1.17,0.0935,966.0,205.65,6273.0,4.364,-0.06,1.139,1.092
11904734,12.681733929,0.0,0.929,1.6866,5879.1,0.094651,88.4,33.24,7.25,0.0935,601.0,30.84,4976.0,4.577,-0.38,0.701,0.677
10153011,83.09708021,0.0,0.993,9.2639,15860.0,0.199089,88.77,46.11,13.83,0.3188,329.0,2.78,5286.0,4.627,-1.04,0.636,0.626
11870545,0.839961456,0.0,0.548,1.3008,492.9,0.020846,82.69,4.31,1.63,0.016,1455.0,1066.37,4932.0,4.618,0.0,0.718,0.808
5031857,7.136922,0.0,0.072,2.8005,221.6,0.013676,89.79,19.69,1.38,0.0727,956.0,197.05,6086.0,4.511,-0.26,0.921,1.003
10028792,5.83393857,0.0,0.398,4.5813,134.4,0.010694,87.48,9.06,1.98,0.0628,1285.0,642.83,5597.0,3.963,-0.18,1.699,0.969
11153121,6.33027476,0.0,0.3288,3.67,89.2,0.00871,88.24,12.58,1.02,0.0662,1046.0,283.31,5900.0,4.363,-0.12,1.07,0.964
6705142,5.59728249,0.0,0.473,1.795,1407.3,0.034955,88.76,21.94,3.28,0.0608,930.0,176.53,5610.0,4.551,0.0,0.858,0.953
5299459,23.3397956,0.0,0.4757,1.923,125.1,0.010418,89.95,82.7,1.23,0.159,653.0,43.02,5671.0,4.36,0.16,1.084,0.983
4471747,51.3901452,0.0,0.946,5.995,494.0,0.025685,87.91,26.0,3.62,0.2853,570.0,24.98,6074.0,4.284,0.16,1.292,1.173
4918309,186.4361811,0.0,0.921,5.774,4347.0,0.075675,89.62,137.19,11.32,0.6233,353.0,3.66,5393.0,4.132,0.18,1.37,0.926
4830605,35.6364022,0.0,0.654,4.888,452.6,0.020525,89.14,43.6,1.99,0.2104,537.0,19.62,5926.0,4.532,-0.2,0.887,0.978
12120943,8.98128472,0.0,0.294,5.0397,4924.0,0.064401,88.79,13.94,7.19,0.0882,898.0,153.36,5977.0,4.473,0.21,1.022,1.133
7768451,192.667139,0.0,0.911,5.443,1148.3,0.037986,89.61,134.3,3.64,0.6219,283.0,1.52,5401.0,4.487,0.0,0.878,0.863
9932970,52.971584,0.0,1.259,3.4632,3882.6,0.336767,88.63,52.5,29.02,0.257,402.0,6.19,5204.0,4.55,-0.08,0.789,0.808
4932442,5.91393977,0.0,0.0896,0.562,84.0,0.00867,89.95,80.7,1.07,0.0682,1112.0,361.0,6194.0,4.415,0.21,1.129,1.208
5360920,14.62399621,0.0,1.209,2.193,1082.0,0.246245,85.51,15.45,21.92,0.1131,681.0,50.91,5753.0,4.57,-0.3,0.815,0.907
11702948,9.771462706,0.0,0.946,1.767,6933.2,0.108981,87.78,24.44,10.15,0.0878,799.0,96.39,5812.0,4.551,-0.2,0.853,0.947
9512981,281.5628889,0.0,0.0,8.853,21012.0,0.127752,90.0,274.01,10.83,0.7659,214.0,0.49,4810.0,4.536,0.12,0.776,0.755
5526717,8.51170088,,,2.9,,,,,,,,,,,,,
5531953,6.93910337,0.0,0.966,2.977,614.7,0.030804,81.45,6.5,1.41,0.0546,445.0,9.28,3638.0,4.844,-0.14,0.42,0.45
9872292,10.19154678,0.0,0.659,6.165,61.3,0.007567,86.09,9.66,1.39,0.0967,1144.0,404.17,6212.0,4.049,-0.1,1.684,1.156
5542466,12.89006728,0.0,0.082,3.555,602.5,0.021714,89.83,28.21,1.93,0.0992,620.0,34.99,4915.0,4.512,0.16,0.812,0.781
4178389,23.210509958,0.0,0.954,3.09802,28737.0,0.239908,88.79,45.346,21.19,0.1533,595.0,29.69,5875.0,4.572,-0.42,0.809,0.895
5542466,4.74666128,0.0,0.441,2.093,256.8,0.014655,88.4,15.84,1.3,0.051,865.0,132.4,4915.0,4.512,0.16,0.812,0.781
7499398,23.02028478,0.0,0.794,3.544,5077.8,0.072584,88.73,35.8,7.58,0.1608,604.0,31.4,5613.0,4.496,0.32,0.956,1.046
5972334,0.708621057,0.0,0.033,1.5041,187.5,0.012345,89.49,3.689,1.2,0.0149,1846.0,2741.07,5422.0,4.484,0.02,0.887,0.874
7811397,169.4976085,0.0,0.625,7.77,12192.0,0.105415,89.76,152.0,9.06,0.5754,272.0,1.29,5270.0,4.592,0.07,0.787,0.9
5475431,0.917568975,0.0,0.667,2.0654,15805.0,0.122207,77.89,3.18,11.92,0.0186,1748.0,2197.57,5713.0,4.541,0.07,0.893,1.01
5039228,7.79668781,0.0,0.005,4.6699,361.3,0.017502,89.98,12.9909,2.44,0.0848,1116.0,366.42,6521.0,4.352,0.21,1.276,1.334
7512982,7.00447892,0.0,0.139,2.669,231.4,0.013481,89.6,20.14,1.19,0.066,754.0,76.26,4883.0,4.515,0.18,0.808,0.779
5283458,30.69395532,0.0,0.001,2.9512,18121.0,0.123454,90.0,89.264,13.72,0.1976,614.0,33.69,6137.0,4.46,-0.06,1.018,1.086
8053552,29.481061268,0.0,0.983,3.6636,11871.0,0.168781,88.55,38.87,16.61,0.1706,571.0,25.1,5631.0,4.41,-0.46,0.901,0.762
7750419,32.7737631,0.0,0.971,3.416,564.5,0.029843,87.79,25.2,5.0,0.202,686.0,52.22,5640.0,4.076,0.12,1.534,1.023
7984047,77.63424586,0.0,0.113,4.1002,16612.0,0.113974,89.96,160.31,9.4,0.3215,325.0,2.65,4812.0,4.548,0.02,0.755,0.734
5513648,32.85862571,0.0,0.955,3.1483,162.8,0.014989,88.0,27.4,2.31,0.2006,691.0,53.85,5899.0,4.135,-0.12,1.414,0.995
7887791,2.229326354,0.0,0.249,1.9946,49.1,0.006393,88.29,8.35,0.6,0.0324,1273.0,621.53,5587.0,4.525,-0.06,0.865,0.914
9634821,8.56267266,0.0,0.335,1.53,608.1,0.022272,89.54,41.3,2.26,0.0776,768.0,82.22,5029.0,4.429,0.48,0.93,0.847
11253711,17.79108667,0.0,0.654,2.662,414.2,0.019651,89.06,39.9,2.88,0.1298,830.0,112.09,5855.0,4.148,-0.26,1.34,0.92
9111849,63.0732241,0.0,0.746,5.397,671.3,0.025655,89.32,62.8,17.8,0.4144,1077.0,317.78,6234.0,3.209,0.56,6.354,2.382
11773328,8.710442022,0.0,0.935,0.9425,1196.4,0.040896,88.34,32.3,3.61,0.08,760.0,78.75,5416.0,4.575,-0.04,0.809,0.9
5080636,6.35585682,0.0,0.912,1.55,176.6,0.015018,86.26,13.99,0.86,0.0552,503.0,15.1,3706.0,4.747,0.26,0.522,0.555
3248501,4.22464216,0.0,0.913,1.403,987.0,0.03465,85.33,11.22,4.31,0.0546,1279.0,631.55,6343.0,4.408,0.07,1.14,1.213
11570749,46.2991052,0.0,0.025,5.2481,854.9,0.026296,89.98,69.15,4.33,0.2436,592.0,29.04,5396.0,4.035,-0.06,1.507,0.898
9411166,15.09521323,,,3.41,,,,,,,,,,,,,
2579043,6.31219171,0.0,0.018,4.9377,403.7,0.018482,89.9,9.962,2.17,0.0695,1096.0,342.04,6322.0,4.426,-0.12,1.075,1.124
8160953,86.049055,0.0,0.2597,29.28,429.9,0.018911,89.38,22.13,2.06,0.3792,410.0,6.68,5733.0,4.432,0.07,0.997,0.981
10158418,5.007414194,0.0,0.926,1.3584,4413.9,0.07733,86.58,15.527,8.8,0.058,1114.0,363.75,5957.0,4.417,0.0,1.042,1.034
3648437,17.50441726,0.0,0.006,4.2585,725.4,0.024535,89.99,32.18,3.56,0.1289,824.0,108.78,5815.0,4.16,-0.18,1.329,0.933
2449431,86.7490807,0.0,0.003,9.179,547.1,0.021098,90.0,73.73,2.23,0.3706,398.0,5.94,5579.0,4.419,0.0,0.97,0.901
5731623,3.261759866,0.0,0.949,1.7593,3876.1,0.077582,82.54,7.303,8.01,0.0434,1262.0,599.54,6131.0,4.497,-0.24,0.945,1.023
10602291,20.92735802,0.0,0.991,3.4256,8091.0,0.143383,87.87,26.612,17.36,0.1498,735.0,69.08,6126.0,4.358,-0.12,1.109,1.021
9883311,30.5231459,0.0,1.06,2.7286,2212.3,0.130484,88.2,33.7,11.26,0.183,506.0,15.46,5518.0,4.585,-0.2,0.79,0.885
4242147,28.78270955,0.0,0.002,3.451,864.5,0.025875,90.0,65.37,2.11,0.1685,443.0,9.09,4774.0,4.58,0.12,0.745,0.77
4349442,4.539297295,0.0,0.83,1.9455,798.1,0.029574,85.63,10.886784,2.34,0.0494,830.0,112.09,4914.0,4.61,-0.04,0.724,0.783
10005788,6.73679732,,,2.36,,,,,,,,,,,,,
10656508,124.03589939,0.0,0.075,4.8472,7690.0,0.079644,89.98,210.55,11.13,0.4947,413.0,6.88,5822.0,4.244,0.14,1.28,1.047
11656918,17.1181036,0.0,0.4346,1.29,167.7,0.012008,89.95,92.6,1.22,0.1314,654.0,43.25,5576.0,4.515,0.3,0.929,1.031
10844890,8.29482811,0.0,0.932,2.7437,559.5,0.026936,84.66,10.01,2.76,0.0793,876.0,139.38,5773.0,4.478,-0.04,0.939,0.967
8624520,10.240611361,0.0,0.786,0.9617,2958.0,0.055757,89.21,57.3,3.9,0.079,656.0,43.85,5227.0,4.623,-0.94,0.64,0.628
4851530,23.11707222,0.0,0.807,3.9948,2407.5,0.050285,88.45,29.8,4.37,0.1437,548.0,21.26,5275.0,4.505,-0.3,0.796,0.739
4851530,4.77502117,0.0,0.518,1.7087,451.4,0.019883,88.42,18.77,1.73,0.0502,926.0,174.23,5275.0,4.505,-0.3,0.796,0.739
6300348,5.69590202,0.0,0.049,3.5661,4921.1,0.064358,89.78,12.988,6.61,0.0627,1043.0,279.61,6106.0,4.497,-0.24,0.94,1.013
11030475,2.64622742,0.0,0.478,1.407,155.5,0.011576,87.87,12.83,0.99,0.0349,1082.0,324.38,5167.0,4.555,-0.04,0.787,0.812
7033233,65.18703725,,,5.44,,,,,,,,,,,,,
8261920,6.69332825,0.0,0.952,2.311,781.8,0.035078,83.98,9.07,2.44,0.0602,609.0,32.54,4245.0,4.641,0.0,0.637,0.649
6119141,29.0726293,0.0,0.682,2.516,439.6,0.020385,89.42,67.0,2.32,0.1806,614.0,33.69,5799.0,4.37,-0.12,1.042,0.928
3734418,6.6254781,0.0,0.2113,2.358,122.0,0.009946,89.38,21.1,0.9,0.0641,828.0,111.18,5211.0,4.5,-0.04,0.832,0.799
9654875,1.34145255,0.0,0.68,7.502,26.6,0.005021,58.42,1.299,1.31,0.0287,3015.0,19568.74,7495.0,3.926,-0.1,2.389,1.754
3097926,14.97974335,0.0,0.93,4.126,1211.8,0.040734,85.89,12.98,3.79,0.1106,620.0,34.95,5062.0,4.481,0.14,0.853,0.803
10518424,6.7445683,0.0,0.1199,3.813,86.6,0.008556,89.38,13.54,0.86,0.0693,983.0,220.68,6106.0,4.496,-0.34,0.923,0.974
5730445,33.35859852,0.0,0.937,2.286,1825.9,0.050925,88.99,53.0,4.44,0.1854,459.0,10.46,5009.0,4.515,0.0,0.799,0.763
5602588,6.3143447,0.0,0.0584,2.796,191.4,0.012685,89.95,17.45,1.34,0.068,1012.0,247.53,6075.0,4.486,-0.12,0.969,1.048
5385304,78.7327023,0.0,0.956,5.041,495.8,0.025724,88.77,44.4,7.76,0.419,761.0,79.13,6715.0,3.754,0.02,2.763,1.581
11462341,42.3375799,0.0,0.947,4.924,354.8,0.022832,87.86,25.3,1.45,0.1997,311.0,2.21,4132.0,4.682,-0.2,0.581,0.593
11073656,1.834277283,0.0,0.381,1.7499,286.5,0.015647,87.12,7.57,1.64,0.029,1459.0,1068.36,5751.0,4.458,-0.02,0.958,0.962
7215678,1.151244686,0.0,1.387,1.272,269.6,0.400856,44.68,1.951,40.32,0.0215,1756.0,2253.09,6086.0,4.511,-0.26,0.921,1.003
7449554,2.42088277,0.0,0.227,2.812,223.3,0.013564,88.0,6.53,2.27,0.0355,1616.0,1615.12,5583.0,4.077,0.16,1.53,1.017
3440978,38.103908,0.0,0.987,3.837,961.1,0.048466,87.9,27.0,4.08,0.1989,456.0,10.22,5250.0,4.522,-0.36,0.771,0.721
9532710,5.24242029,0.0,0.863,6.413,334.9,0.019344,75.77,3.51,3.86,0.0552,1367.0,825.0,5383.0,3.824,-0.64,1.829,0.813
9580992,37.8034121,0.0,0.968,4.641,678.1,0.033027,87.52,22.4,2.95,0.214,460.0,10.57,5329.0,4.572,0.1,0.819,0.912
6934986,131.485184,0.0,0.578,5.294,557.8,0.022374,89.79,160.0,3.03,0.501,400.0,6.08,5765.0,4.236,0.0,1.242,0.968
4049901,16.2908527,0.0,0.105,3.176,44.1,0.006003,89.85,39.21,0.52,0.1178,622.0,35.48,5425.0,4.549,-0.22,0.797,0.822
10798331,147.281212,0.0,0.474,7.375,452.8,0.0198,89.8,137.8,2.28,0.5348,353.0,3.69,5708.0,4.365,0.0,1.054,0.939
9334893,16.6671415,0.0,0.444,3.526,175.0,0.012198,89.23,32.9,0.7,0.1037,469.0,11.47,4729.0,4.726,-1.42,0.525,0.534
9289704,34.135676,0.0,0.087,9.12,622.0,0.023039,89.83,29.1,13.98,0.2837,1526.0,1281.86,7818.0,3.365,0.07,5.555,2.607
8892157,86.130534,0.0,0.072,3.321,285.2,0.015395,89.95,200.5,1.47,0.3781,391.0,5.55,5830.0,4.54,-0.14,0.876,0.97
11520459,8.46354384,0.0,0.387,1.4078,792.2,0.025894,89.49,43.7,2.51,0.0784,805.0,99.37,5427.0,4.495,0.07,0.887,0.896
4247991,191.86419296,,,4.9,,,,,,,,,,,,,
4247991,13.72549689,,,7.62,,,,,,,,,,,,,
10026544,176.331289,0.0,0.2455,13.89,109.8,0.009675,89.95,95.0,2.38,0.6481,505.0,15.4,6146.0,3.8,-0.42,2.251,1.166
2853780,6.2141496,0.0,0.403,10.141,183.4,0.0124,84.74,4.4,4.27,0.0758,1506.0,1216.48,5295.0,3.617,0.02,3.152,1.501
6185476,17.65737838,0.0,0.8277,3.509,2155.7,0.047823,88.24,24.7,2.45,0.1047,350.0,3.55,3745.0,4.784,-0.02,0.47,0.49
