group_id,orbital_period_days,eccentricity,impact_parameter,transit_duration_hours,transit_depth,radius_ratio_rp_rs,inclination_deg,a_over_rs,planet_radius_rearth,semi_major_axis_au,equilibrium_temp_k,insolation_earth,stellar_teff_k,stellar_logg_cgs,stellar_metallicity_dex,stellar_radius_rsun,stellar_mass_msun
9456281,0.701944362,0.0,0.07,0.641,210.8,0.013524,89.52,8.48,0.8,0.0125,1227.0,535.78,4236.0,4.698,-0.68,0.539,0.528
5129453,3.05772668,0.0,0.007,1.819,311.0,0.015465,89.97,13.05,1.23,0.037,878.0,141.1,4483.0,4.57,0.26,0.731,0.723
7918478,9.9092109,0.0,0.755,2.552,942.0,0.030624,87.92,20.82,2.35,0.0828,693.0,54.54,5396.0,4.632,-0.48,0.702,0.784
9509343,6.39269778,0.0,0.011,2.138,174.3,0.011795,89.97,23.11,1.21,0.0638,890.0,148.31,5248.0,4.416,0.16,0.943,0.844
7673841,7.87845756,0.0,0.562,3.912,44.1,0.00628,87.49,12.86,0.78,0.0751,989.0,226.11,5767.0,4.287,-0.14,1.135,0.91
11968463,27.9040511,0.0,0.854,5.346,300.2,0.018051,87.79,22.1,2.19,0.1891,677.0,49.53,6325.0,4.409,-0.04,1.112,1.157
5436161,0.644322147,0.0,1.3275,0.893,1076.6,0.365023,53.29,2.206,24.39,0.0124,1592.0,1516.94,5136.0,4.648,-1.04,0.612,0.608
4571844,17.8075656,0.0,0.474,1.643,1511.0,0.03662,89.64,76.4,3.92,0.1331,742.0,71.56,6194.0,4.45,-0.32,0.981,0.988
2859893,333.03842,0.0,0.2184,5.948,1260.0,0.032328,89.95,432.0,3.19,0.9462,247.0,0.89,5743.0,4.534,0.07,0.903,1.018
6026737,3.75030469,0.0,0.77,3.246,35.5,0.005966,82.34,5.78,0.87,0.0475,1374.0,842.07,5866.0,4.191,0.0,1.339,1.016
7582691,0.259819659,0.0,0.972,0.6513,231.5,0.021215,45.08,1.376,1.22,0.0065,1559.0,1410.9,3939.0,4.736,-0.2,0.526,0.55
9836563,4.72693131,0.0,0.065,4.036,26.2,0.004665,89.58,8.99,0.61,0.0569,1203.0,495.58,5950.0,4.323,0.14,1.196,1.1
1724719,10.0989634,0.0,0.529,6.428,57.0,0.007123,87.06,10.31,1.03,0.0948,1016.0,251.36,6174.0,4.244,0.02,1.318,1.109
11081504,13.12297275,0.0,0.885,2.234,43.7,0.007074,87.65,21.6,1.29,0.1149,1030.0,266.05,6134.0,4.065,0.02,1.665,1.173
12016267,22.7909233,0.0,0.871,9.565,53.6,0.007715,84.61,9.28,1.38,0.1711,862.0,130.75,6311.0,4.116,0.02,1.642,1.286
3550372,0.681180633,0.0,0.31,0.8844,156.4,0.011435,86.88,5.7,2.97,0.0146,2782.0,14116.16,4939.0,3.635,-0.18,2.377,0.889
8240790,369.13236,0.0,0.0824,10.34,215.9,0.013526,89.95,275.5,2.14,1.0352,328.0,2.73,6282.0,4.151,-0.22,1.449,1.084
4548011,9.08745206,0.0,0.341,3.786,35.1,0.005459,88.87,17.35,0.73,0.0862,980.0,217.95,5888.0,4.275,0.06,1.227,1.036
7191646,106.957467,0.0,0.705,7.006,539.6,0.022719,89.53,86.4,2.4,0.4483,394.0,5.7,6075.0,4.486,-0.12,0.969,1.048
7801070,75.8781344,0.0,0.705,1.383,1054.0,0.031915,89.87,316.0,3.39,0.3378,417.0,7.18,5579.0,4.413,-0.02,0.972,0.893
4172805,147.661729,0.0,0.002,6.207,1087.8,0.029669,90.0,187.1,1.59,0.4401,176.0,0.23,3788.0,4.774,-0.1,0.49,0.52
5126182,13.00291716,0.0,0.701,3.058,225.3,0.01467,88.32,23.84,1.28,0.1037,710.0,60.11,5796.0,4.575,-0.4,0.8,0.882
8949925,42.0292298,0.0,0.015,8.499,373.7,0.017546,89.98,38.44,2.33,0.2422,578.0,26.46,5850.0,4.297,0.16,1.217,1.072
9642018,0.505111993,0.0,0.841,0.4053,212.8,0.018445,81.27,5.54,1.58,0.0119,1886.0,2970.58,5262.0,4.59,-0.02,0.783,0.875
7661893,2.49385348,0.0,0.331,1.414,46.9,0.006317,88.52,12.82,0.59,0.0333,1251.0,579.64,5615.0,4.477,-0.4,0.85,0.79
9776794,18.22211768,0.0,0.973,2.044,2318.0,0.071242,88.18,30.6,7.45,0.1291,620.0,34.99,5162.0,4.411,0.32,0.958,0.862
7673192,16.5340022,0.0,0.525,4.063,89.2,0.008904,88.88,26.8,1.17,0.1278,819.0,106.21,6052.0,4.285,-0.12,1.202,1.015
11124436,13.9482197,0.0,0.197,7.686,119.4,0.009882,89.18,13.75,2.53,0.1235,1063.0,301.8,5529.0,3.808,0.14,2.346,1.291
5780855,5.67577999,0.0,0.91,3.554,51.2,0.007755,80.26,5.38,1.22,0.0678,1357.0,802.11,6681.0,4.233,-0.08,1.438,1.294
9491832,49.564693,0.0,0.685,8.54,113.5,0.010347,88.81,32.9,1.63,0.2835,588.0,28.19,5907.0,4.212,0.46,1.442,1.234
2852941,2.89494709,0.0,0.191,3.254,45.8,0.006304,88.38,6.742,1.16,0.0447,1919.0,3204.25,7087.0,4.137,-0.18,1.684,1.418
10647452,0.762950224,0.0,0.197,1.133,187.3,0.012509,87.81,5.15,1.0,0.0151,1651.0,1763.73,5385.0,4.61,-0.36,0.731,0.797
4773392,170.995748,0.0,0.839,3.88,477.1,0.022611,89.76,197.1,4.9,0.6757,463.0,10.86,6127.0,3.991,0.21,1.983,1.405
9936080,19.5650801,0.0,0.025,4.242,61.7,0.007198,89.96,35.48,0.97,0.1465,791.0,92.77,6180.0,4.294,0.02,1.235,1.09
6290935,5.53312006,0.0,0.299,3.486,53.1,0.006746,88.53,11.68,1.05,0.0622,1303.0,680.77,6170.0,4.15,-0.22,1.425,1.047
12734396,200.721168,0.0,0.234,9.91,822.5,0.025993,89.91,154.6,3.32,0.6577,327.0,2.72,5566.0,4.275,0.14,1.17,0.94
8278685,10.8614163,0.0,0.939,6.02,64.8,0.009066,79.6,5.2,1.01,0.0983,899.0,154.68,6339.0,4.454,-0.28,1.017,1.069
6103377,7.03965141,0.0,0.778,3.141,268.7,0.016479,86.03,11.23,2.72,0.0747,1171.0,445.49,5902.0,4.128,0.16,1.513,1.12
3660581,4.72519164,0.0,0.6,3.751,98.8,0.009524,85.62,7.85,3.98,0.0652,2250.0,6060.79,6655.0,3.49,-0.48,3.831,1.653
10794974,66.6434565,0.0,0.985,2.385,277.3,0.023533,89.05,59.5,2.99,0.3301,476.0,12.17,5751.0,4.339,0.32,1.164,1.079
3558849,160.850075,0.0,0.769,9.427,428.1,0.020695,89.5,87.4,3.41,0.6188,413.0,6.87,5999.0,4.168,0.18,1.507,1.225
5175024,6.2614227,0.0,0.069,4.779,51.4,0.006608,89.61,10.07,0.81,0.0677,1146.0,407.58,6384.0,4.361,-0.24,1.121,1.046
10991114,3.70386741,0.0,0.033,1.41,125.7,0.010182,89.91,20.26,0.86,0.0446,1012.0,247.2,5496.0,4.592,-0.24,0.776,0.869
4945764,19.8751355,0.0,0.919,8.041,109.0,0.011384,83.44,8.04,2.49,0.1658,1061.0,299.47,6918.0,4.021,0.0,2.004,1.536
9834731,7.2929891,0.0,0.022,4.053,72.5,0.0078,89.95,13.86,0.73,0.0723,904.0,158.19,5959.0,4.549,-0.32,0.856,0.945
9514372,145.786556,0.0,0.133,4.891,378.0,0.017576,89.97,229.7,1.82,0.525,331.0,2.84,5578.0,4.44,0.0,0.95,0.905
3762750,2.5093344,0.0,0.019,1.833,184.3,0.01249,89.9,10.6,1.47,0.0377,1483.0,1143.04,6278.0,4.425,-0.06,1.081,1.132
9886361,24.5607107,0.0,0.374,8.679,55.2,0.006883,88.94,20.22,1.13,0.1794,787.0,90.55,6170.0,4.192,0.24,1.499,1.282
12737015,24.6683831,0.0,0.751,8.556,109.2,0.010372,87.12,14.92,1.76,0.1786,788.0,91.32,6059.0,4.151,0.16,1.554,1.249
8482059,349.41047,0.0,0.2791,15.02,652.8,0.023379,89.95,174.9,2.41,0.9902,253.0,0.97,5878.0,4.512,0.07,0.945,1.058
9286088,14.8162925,0.0,0.857,4.973,108.2,0.010848,85.99,12.25,1.57,0.1253,912.0,163.33,6356.0,4.27,0.0,1.325,1.191
6937529,3.98167088,0.0,0.2076,3.609,44.7,0.006188,88.81,8.32,0.79,0.0522,1356.0,798.79,6484.0,4.377,-0.08,1.173,1.195
5197233,7.016016,0.0,0.89,3.8,169.0,0.013829,82.64,6.94,1.72,0.0753,1138.0,396.43,6642.0,4.39,-0.3,1.136,1.157
7119481,42.068554,0.0,0.022,5.723,186.3,0.01251,89.98,56.9,1.32,0.24,541.0,20.28,6122.0,4.487,-0.18,0.964,1.041
8741470,6.23968392,0.0,0.679,0.668,155.9,0.012425,89.27,53.6,1.55,0.0654,1060.0,299.03,5751.0,4.303,0.0,1.143,0.956
2997459,16.3368863,0.0,0.066,3.597,225.9,0.013517,89.89,35.09,1.27,0.1186,642.0,40.22,5410.0,4.49,-0.1,0.859,0.834
8330207,1.63668262,0.0,1.22,1.907,921.7,0.254701,57.74,2.29,103.99,0.0304,2562.0,10160.3,5234.0,3.436,-0.36,3.739,1.39
5881813,11.615625,0.0,0.977,2.233,191.2,0.017915,85.11,11.46,2.84,0.0981,905.0,158.69,5332.0,4.083,0.18,1.453,0.932
9202434,173.2578372,0.0,1.9038,2.027,687.0,0.924361,89.38,183.4,117.29,0.6528,376.0,4.73,6392.0,4.399,0.07,1.162,1.232
7901016,41.6757509,0.0,0.256,10.848,142.0,0.010904,89.49,28.7,2.1,0.2375,690.0,53.72,5745.0,3.957,-0.16,1.763,1.027
5385410,11.49589567,0.0,0.295,2.256,108.3,0.00965,89.55,37.6,1.59,0.1037,1057.0,295.46,6290.0,4.133,-0.14,1.506,1.123
7749002,0.609926502,0.0,0.24,1.2529,133.8,0.010654,86.28,3.703,1.12,0.0144,2141.0,4990.14,5936.0,4.501,0.07,0.965,1.075
3848083,8.4795266,0.0,0.136,6.052,163.3,0.011632,89.27,10.75,1.18,0.0827,865.0,132.02,5841.0,4.52,0.07,0.931,1.047
6359926,49.4746966,0.0,0.491,10.46,291.0,0.015994,89.12,32.14,1.62,0.2583,498.0,14.5,5952.0,4.475,-0.28,0.928,0.94
8324518,1.62888267,0.0,0.147,1.72,130.9,0.010339,88.84,7.26,0.92,0.0261,1327.0,733.67,5398.0,4.571,-0.02,0.811,0.896
3103473,1.920062587,0.0,0.387,1.437,226.8,0.013851,87.69,9.58,1.12,0.0283,1189.0,471.84,5266.0,4.611,-0.22,0.741,0.83
5785279,0.909127736,0.0,0.098,1.431,98.7,0.008986,88.86,4.91,0.98,0.0177,1818.0,2566.87,5486.0,4.389,0.06,0.996,0.885
9896018,10.30148508,0.0,0.445,3.903,162.7,0.011853,88.61,18.34,1.6,0.0954,934.0,180.14,5887.0,4.292,0.16,1.235,1.09
12456063,17.8007815,0.0,0.928,6.547,44.5,0.007451,83.51,8.21,1.02,0.1423,816.0,105.04,6240.0,4.326,0.14,1.252,1.214
5096053,1.717859841,0.0,0.35,0.908,66.3,0.007668,88.53,13.68,1.45,0.0309,2212.0,5645.85,6694.0,4.084,-0.22,1.732,1.333
5802637,7.3422467,0.0,0.253,2.029,366.8,0.017463,89.47,27.25,1.6,0.0724,837.0,115.93,5573.0,4.562,-0.04,0.839,0.939
5531694,8.1134681,0.0,0.454,4.961,40.5,0.005948,87.69,11.24,0.92,0.078,1127.0,381.27,6011.0,4.123,-0.3,1.409,0.963
7107802,5.4675514,0.0,0.27,3.283,87.2,0.008485,88.75,12.38,1.07,0.0595,1078.0,319.36,5557.0,4.288,0.14,1.151,0.936
12509829,0.888478095,0.0,0.452,1.5312,340.4,0.01717,83.67,4.1,1.51,0.0174,1665.0,1825.96,5553.0,4.577,-0.16,0.806,0.903
2576962,309.25581,0.0,0.2875,10.72,421.4,0.018899,89.95,215.3,2.18,0.9158,287.0,1.61,6060.0,4.419,0.0,1.057,1.067
10140274,2.44232399,0.0,0.303,1.921,229.0,0.013601,88.15,9.42,1.1,0.0319,1029.0,264.82,4849.0,4.561,-0.08,0.738,0.723
8345384,42.1003351,0.0,0.88,1.0834,214.0,0.015845,89.67,150.7,1.42,0.2298,466.0,11.17,5595.0,4.57,-0.14,0.82,0.917
9072639,1.182862515,0.0,0.284,2.928,22.3,0.004368,84.63,3.039,1.26,0.0237,2800.0,14544.87,6017.0,3.699,-0.38,2.639,1.269
8890924,4.4408541,0.0,0.005,8.083,33.9,0.005195,89.93,4.26,1.74,0.0588,1642.0,1719.2,5159.0,3.604,-0.04,3.062,1.373
4054784,1.8679943,0.0,0.173,1.087,73.4,0.007812,89.24,13.05,0.7,0.0286,1291.0,658.77,5487.0,4.568,-0.08,0.815,0.899
10745365,8.9172863,0.0,0.062,4.468,196.3,0.012876,89.77,15.43,1.39,0.0853,931.0,177.84,6210.0,4.467,-0.24,0.986,1.035
8396660,1.33807075,0.0,0.003,1.425,20.2,0.004143,89.97,7.22,0.6,0.0257,2008.0,3844.97,6355.0,4.299,0.16,1.319,1.269
9716028,17.3731821,0.0,0.227,3.36,71.7,0.007795,89.66,38.8,1.31,0.141,901.0,155.73,6180.0,4.155,0.07,1.54,1.237
6223324,1.97507424,0.0,0.152,2.61,130.5,0.010488,88.5,5.8,1.08,0.0311,1477.0,1122.82,6065.0,4.495,-0.18,0.947,1.022
9773980,3.3879165,0.0,0.117,1.818,78.6,0.008048,89.53,14.27,1.09,0.0442,1336.0,750.6,5702.0,4.247,0.14,1.245,0.997
10467714,58.7488629,0.0,0.186,3.191,473.6,0.019865,89.92,141.0,1.75,0.2696,425.0,7.7,5574.0,4.505,-0.5,0.805,0.756
4141593,64.740274,0.0,0.74,15.082,113.1,0.010514,88.12,22.6,1.35,0.3077,518.0,16.96,5999.0,4.263,-0.32,1.177,0.926
7778427,5.38299284,0.0,0.417,3.336,35.1,0.005534,87.88,11.3,0.78,0.0627,1253.0,582.98,6256.0,4.27,-0.02,1.293,1.135
6523058,2.0481582,0.0,0.179,1.899,183.3,0.012387,88.76,8.234,1.16,0.0311,1346.0,773.92,5799.0,4.548,-0.16,0.86,0.955
11769689,14.7179342,0.0,0.704,5.844,132.3,0.011244,87.12,13.99,1.25,0.12,784.0,89.3,6102.0,4.449,-0.06,1.018,1.058
9457948,19.2527652,0.0,0.028,4.862,138.5,0.010815,89.95,30.57,1.24,0.1454,740.0,71.04,6258.0,4.442,-0.12,1.046,1.102
4072271,219.20579,0.0,0.517,14.5,207.8,0.01367,89.71,100.7,2.66,0.8176,456.0,10.18,6990.0,4.115,0.06,1.785,1.515
8098212,3.48754109,0.0,0.32,1.811,85.1,0.008377,88.7,14.08,0.72,0.0431,988.0,224.74,5252.0,4.593,0.07,0.783,0.896
6369131,8.0772455,0.0,0.984,7.272,79.2,0.011741,63.83,2.23,2.61,0.0847,1228.0,537.66,5684.0,3.915,0.3,2.032,1.239
7820699,364.08733,0.0,0.1702,14.09,372.0,0.017474,89.95,198.0,1.39,0.9149,211.0,0.47,5376.0,4.601,-0.42,0.727,0.769
10257229,5.75651958,0.0,0.247,2.309,65.3,0.007466,89.24,18.61,0.83,0.0647,1089.0,332.97,6208.0,4.454,-0.12,1.024,1.086
3539231,91.95723,0.0,0.015,10.471,308.4,0.015948,89.99,68.15,2.66,0.4127,497.0,14.41,5854.0,4.114,0.16,1.528,1.107
6311891,7.51731745,0.0,0.256,2.484,170.7,0.011854,89.35,22.65,1.19,0.074,861.0,129.74,5525.0,4.488,0.16,0.923,0.957
7834045,44.6966177,0.0,0.373,10.532,257.3,0.014812,89.3,30.6,2.46,0.2558,637.0,38.95,5929.0,4.123,0.12,1.518,1.116
10663738,8.5275894,0.0,0.311,2.959,112.5,0.00985,89.16,21.16,1.28,0.0883,1049.0,286.1,6469.0,4.385,0.07,1.193,1.26
7891294,3.07714195,0.0,0.983,3.571,34.2,0.007413,56.21,1.767,1.08,0.0435,1493.0,1175.0,6108.0,4.251,0.1,1.336,1.162
9413156,3.83488354,0.0,0.242,2.026,243.0,0.014219,89.03,14.26,1.2,0.0456,1003.0,239.15,5515.0,4.592,-0.26,0.775,0.868
5431027,8.8233996,0.0,0.022,6.735,104.6,0.009255,89.88,10.12,1.13,0.0793,929.0,176.13,5602.0,4.269,-0.14,1.121,0.852
6070337,40.0691482,0.0,1.125,2.928,784.1,0.159185,87.81,29.4,13.25,0.2125,458.0,10.42,5485.0,4.575,-0.38,0.762,0.796
5954001,11.6933447,0.0,0.353,6.551,66.9,0.007556,88.43,12.88,1.12,0.1067,950.0,192.95,6049.0,4.248,0.18,1.354,1.189
8196226,4.02745396,0.0,0.304,1.33,85.2,0.008577,89.22,22.3,0.98,0.0494,1250.0,577.46,6174.0,4.398,-0.28,1.041,0.987
9002538,4.96061094,0.0,0.058,2.864,20.4,0.004139,89.75,13.278,0.59,0.0584,1272.0,618.99,6117.0,4.244,-0.04,1.298,1.079
5642688,1.4733245,0.0,0.197,1.406,124.0,0.010226,88.58,7.956,1.03,0.0239,1576.0,1453.8,5751.0,4.431,-0.36,0.921,0.834
5552562,5.93218209,0.0,0.097,4.507,205.3,0.013028,89.46,10.16,1.39,0.065,1000.0,235.68,5843.0,4.474,0.08,0.977,1.036
6186182,96.384483,0.0,0.095,5.253,591.0,0.022095,89.96,142.7,2.41,0.4268,400.0,6.03,5919.0,4.485,0.21,1.0,1.114
4073017,6.05552018,0.0,0.19,2.818,134.6,0.010451,89.33,16.3,0.92,0.063,844.0,119.89,5352.0,4.585,0.07,0.805,0.919
10585749,54.333582,0.0,0.823,10.545,152.0,0.012734,87.97,23.2,1.7,0.2731,513.0,16.37,5500.0,4.228,0.14,1.221,0.92
9579208,4.11754421,0.0,0.312,4.362,34.3,0.005429,87.42,6.92,1.02,0.0527,1581.0,1477.06,6263.0,4.024,-0.18,1.726,1.147
9773270,122.749053,0.0,0.997,8.342,1041.2,0.057538,88.55,39.5,6.13,0.4945,348.0,3.48,5619.0,4.488,0.44,0.976,1.069
9457728,4.37992345,0.0,0.728,4.949,15.5,0.003875,81.19,4.75,0.81,0.0575,1608.0,1579.65,6311.0,3.993,-0.12,1.918,1.324
2303903,3.70858595,0.0,0.115,1.94,305.4,0.015797,89.55,14.75,1.33,0.0445,995.0,231.84,5420.0,4.596,-0.2,0.771,0.864
9278216,9.4527721,0.0,0.746,3.817,197.3,0.013921,86.72,13.02,1.3,0.0859,832.0,113.38,5973.0,4.547,-0.34,0.857,0.945
8355131,4.3638313,0.0,0.39,1.457,194.1,0.012932,88.96,21.4,1.08,0.0493,976.0,214.31,5623.0,4.596,-0.4,0.763,0.853
12645057,6.83006228,0.0,0.006,3.315,187.4,0.01252,89.98,15.95,1.09,0.0675,882.0,142.95,5807.0,4.576,-0.4,0.8,0.886
4844367,17.1622587,0.0,1.201,4.668,312.2,0.218648,78.38,5.96,22.42,0.1319,674.0,48.86,5729.0,4.509,0.16,0.939,1.037
10937749,5.19898615,0.0,0.428,2.359,136.8,0.010944,88.41,15.44,1.04,0.0578,1035.0,271.21,6058.0,4.54,-0.4,0.867,0.95
8332521,14.74426,0.0,1.063,8.168,113.6,0.07515,64.5,2.47,8.1,0.1182,784.0,89.04,6146.0,4.454,-0.22,0.987,1.006
4060229,35.0175053,0.0,0.809,3.608,292.0,0.017393,88.99,45.7,2.13,0.2026,617.0,34.32,5944.0,4.293,-0.32,1.123,0.905
8443527,22.599501,0.0,0.12,4.38,76.9,0.008084,89.83,39.4,0.96,0.1577,734.0,68.48,6335.0,4.375,-0.3,1.087,1.017
10907132,5.89089509,0.0,0.282,2.402,267.7,0.015019,89.12,18.28,1.54,0.065,985.0,223.02,5869.0,4.513,0.07,0.942,1.054
6520753,4.13029832,0.0,0.041,2.461,325.3,0.016301,89.82,13.03,1.44,0.048,995.0,231.52,5490.0,4.557,-0.16,0.81,0.864
9893468,201.325036,0.0,0.597,14.4,125.4,0.01067,89.61,87.1,1.98,0.735,410.0,6.71,6120.0,4.093,0.16,1.699,1.306
11655826,5.59346375,0.0,0.079,1.668,236.5,0.014042,89.83,25.9,1.43,0.0617,1008.0,243.63,5874.0,4.498,-0.06,0.933,1.001
1721157,3.44928111,0.0,0.534,1.424,237.0,0.01441,88.08,15.98,1.23,0.0426,966.0,206.55,5119.0,4.591,0.14,0.781,0.879
9947653,37.9043889,0.0,0.473,11.638,98.2,0.009164,88.78,22.19,1.97,0.2241,693.0,54.36,5303.0,3.87,-0.04,1.964,1.042
9002538,6.88297756,0.0,0.707,2.065,30.4,0.005405,87.78,18.23,0.77,0.0726,1141.0,400.53,6117.0,4.244,-0.04,1.298,1.079
5253802,8.7963166,0.0,0.979,4.696,96.5,0.012479,75.14,3.82,1.36,0.0836,882.0,142.92,5780.0,4.438,0.0,1.0,1.0
12554634,2.049602348,0.0,0.435,1.061,186.1,0.012687,88.16,13.52,1.08,0.0301,1203.0,494.57,5356.0,4.589,-0.12,0.78,0.872
6264750,53.285584,0.0,0.754,6.492,158.6,0.012512,88.98,42.4,1.44,0.2582,537.0,19.63,6015.0,4.297,-0.68,1.057,0.806
11290515,5.8943338,0.0,0.003,3.475,28.9,0.00489,89.99,13.033,0.61,0.0657,1092.0,335.9,5929.0,4.357,0.16,1.145,1.087
6520753,8.119343,0.0,0.032,3.558,350.4,0.016902,89.9,17.73,1.5,0.0753,794.0,94.08,5490.0,4.557,-0.16,0.81,0.864
8493354,18.0071438,0.0,0.081,5.401,80.8,0.008254,89.82,25.61,1.05,0.1356,799.0,96.25,6173.0,4.314,-0.16,1.167,1.023
5457326,2.49915311,0.0,0.666,1.803,179.2,0.012944,85.29,8.11,1.02,0.0321,983.0,220.65,4705.0,4.572,-0.04,0.72,0.707
10610039,105.997107,0.0,0.667,3.751,430.8,0.020118,89.77,166.6,1.83,0.4274,373.0,4.59,6068.0,4.565,-0.5,0.831,0.931
8628761,6.30432354,0.0,0.665,2.508,40.0,0.00614,87.38,14.52,1.23,0.0709,1510.0,1229.72,6728.0,3.987,-0.46,1.836,1.192
4750669,3.38419892,0.0,0.176,1.485,228.2,0.013798,89.42,17.39,1.2,0.0423,1074.0,313.79,5613.0,4.581,-0.26,0.795,0.888
6717252,1.19260017,0.0,0.015,1.502,58.0,0.006921,89.86,6.14,0.77,0.0207,1726.0,2107.84,5600.0,4.349,-0.18,1.013,0.837
4902202,216.456055,0.0,0.033,11.067,1002.8,0.028585,89.99,153.6,3.61,0.6985,320.0,2.48,5645.0,4.299,0.14,1.155,0.969
11350118,12.003678,0.0,0.076,2.799,281.7,0.014942,89.87,33.16,0.97,0.0856,503.0,15.12,4328.0,4.654,-0.42,0.594,0.58
2572029,6.0059966,0.0,0.135,3.096,39.2,0.005742,89.48,14.78,0.73,0.0658,1130.0,385.87,6103.0,4.331,-0.04,1.16,1.05
7905106,4.22426989,0.0,0.716,4.22,13.6,0.003623,82.43,5.44,0.35,0.0494,1069.0,309.32,5735.0,4.501,-0.2,0.883,0.903
9007151,330.906041,0.0,0.005,3.846,740.0,0.024381,89.95,673.0,2.05,0.883,225.0,0.6,5461.0,4.589,-0.26,0.769,0.838
4450844,56.3479517,0.0,0.768,8.789,43.6,0.006599,88.62,31.9,1.06,0.2841,586.0,27.97,5843.0,4.086,-0.2,1.471,0.963
11181260,19.9778599,0.0,0.172,5.96,83.4,0.008414,89.61,25.45,1.07,0.1547,773.0,84.29,6392.0,4.399,0.07,1.162,1.232
2558163,17.543847,0.0,0.579,5.948,196.3,0.013357,88.23,18.76,1.15,0.126,658.0,44.42,5957.0,4.579,-0.6,0.791,0.865
8107611,3.8183717,0.0,0.878,2.687,50.8,0.007521,80.73,5.45,1.39,0.0528,1683.0,1894.37,6738.0,4.109,-0.18,1.692,1.351
8752940,9.07829171,0.0,0.164,0.783,530.9,0.020947,89.89,89.3,3.69,0.0838,984.0,221.32,5086.0,4.002,0.3,1.611,0.951
4384909,6.41097179,0.0,0.261,2.582,233.5,0.013772,89.2,18.6,1.4,0.0669,886.0,146.16,5383.0,4.486,0.4,0.933,0.972
11506654,75.2116373,0.0,0.058,3.203,362.6,0.017266,89.98,182.2,2.83,0.3708,516.0,16.78,5818.0,4.165,0.28,1.5,1.2
5687700,6.36283414,0.0,0.141,3.752,159.4,0.011578,89.38,12.99,1.12,0.0666,956.0,197.84,5955.0,4.534,-0.24,0.883,0.972
8806985,7.53737498,0.0,0.225,3.966,41.1,0.005934,89.1,14.25,0.93,0.0802,1210.0,506.84,6483.0,4.206,-0.16,1.436,1.212
6527078,7.57600886,0.0,0.267,3.361,49.0,0.00635,89.08,16.72,0.54,0.0714,778.0,86.87,5361.0,4.588,-0.16,0.774,0.848
10120548,8.8303681,0.0,0.746,3.426,296.2,0.017124,86.87,13.64,1.32,0.0767,676.0,49.36,5051.0,4.628,-0.24,0.706,0.786
4474462,12.85755895,0.0,0.55,4.831,106.5,0.009747,88.17,17.24,1.23,0.1045,860.0,129.15,5860.0,4.276,-0.2,1.156,0.922
4141593,33.502923,0.0,0.756,11.947,70.9,0.008374,86.97,14.31,1.08,0.1984,645.0,40.79,5999.0,4.263,-0.32,1.177,0.926
10003058,148.568877,0.0,0.243,4.399,404.4,0.018329,89.95,255.0,5.97,0.6365,555.0,22.49,5814.0,3.68,0.34,2.985,1.556
9031703,9.3335486,0.0,0.725,6.643,71.2,0.008311,84.5,7.56,1.69,0.0888,1082.0,323.68,5354.0,3.927,0.14,1.863,1.071
12204137,9.54060855,0.0,0.031,1.869,462.0,0.019272,89.96,39.73,1.75,0.083,735.0,69.25,5271.0,4.522,0.0,0.831,0.839
5389956,1.80926734,0.0,0.385,2.469,98.0,0.009177,85.81,5.26,0.89,0.0289,1444.0,1028.71,5897.0,4.531,-0.16,0.891,0.983
10662202,5.04413987,0.0,0.727,1.623,172.0,0.012998,87.52,16.78,1.18,0.0533,862.0,130.09,4954.0,4.5,0.18,0.828,0.791
3934657,5.3694084,0.0,0.837,3.949,40.0,0.006556,81.82,5.88,0.62,0.059,974.0,212.68,5753.0,4.538,-0.12,0.869,0.951
7515336,5.65690281,0.0,0.014,3.583,32.2,0.005131,89.93,12.135,0.74,0.0619,1159.0,425.7,5687.0,4.191,0.1,1.32,0.986
3557560,7.4299322,0.0,0.826,4.013,164.9,0.013269,84.32,8.35,1.81,0.0738,1024.0,259.7,5635.0,4.23,0.14,1.252,0.972
12109267,79.334347,0.0,0.652,10.886,164.9,0.012408,89.13,43.1,1.56,0.3653,500.0,14.73,6384.0,4.33,-0.3,1.15,1.027
8700895,5.68251605,0.0,0.0,3.479,81.2,0.008164,90.0,12.59,1.03,0.0627,1090.0,333.82,5753.0,4.319,0.16,1.157,1.016
5003670,4.52628739,0.0,0.5,3.736,99.6,0.009313,86.48,8.15,1.02,0.0536,1089.0,332.79,5700.0,4.434,0.16,1.006,1.003
12265786,0.597018404,0.0,0.44,0.4778,245.4,0.015774,87.12,8.77,1.09,0.0122,1578.0,1473.77,4985.0,4.675,-0.54,0.63,0.688
10873178,4.82025124,0.0,0.538,2.129,94.1,0.009212,87.91,14.78,0.78,0.0531,1018.0,254.2,6035.0,4.591,-0.74,0.777,0.864
11337012,12.4019263,0.0,0.924,4.043,211.1,0.016357,84.69,9.98,1.49,0.0984,713.0,60.93,5555.0,4.514,-0.28,0.832,0.824
8359569,152.823896,0.0,0.119,7.734,456.2,0.019703,89.96,152.9,2.45,0.5895,395.0,5.77,6452.0,4.394,-0.12,1.137,1.167
9837828,6.80899076,0.0,1.9253,2.077,1192.0,0.957505,77.92,9.07,89.29,0.0655,795.0,94.48,4992.0,4.483,0.24,0.854,0.81
4857058,77.915425,0.0,0.448,8.274,178.8,0.012253,89.61,65.3,1.17,0.3331,367.0,4.28,5135.0,4.464,0.12,0.874,0.812
