deploy_id,model,profile,threshold,koi_test_f2,koi_test_recall,koi_test_precision,k2p_f2,k2p_recall,k2p_precision
deploy_f2,knn,f2,0.36363636363636365,0.9166957127919135,0.9581056466302368,0.7815750371471025,0.8857142857142857,0.9086206896551724,0.8045801526717558
deploy_recall,rf,recall_constrained,0.029039432932280992,0.8488228004956629,0.9981785063752276,0.5310077519379846,0.9216809933142311,0.9982758620689656,0.705237515225335
deploy_precision,hgb,precision_constrained,0.8854322299089866,0.5658477648006444,0.51183970856102,0.9790940766550522,0.28814935064935066,0.24482758620689654,0.9861111111111112
