kepid,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2
7779077,CONFIRMED,16.84183355,6.239e-05,-6.239e-05,0.0,,,,,,0.688,0.253,-0.478,2.6194,0.0991,-0.0991,822.1,40.2,-40.2,0.027911,0.005205,-0.001982,88.95,,,37.5,18.1,-18.1,3.08,0.82,-0.45,0.1261,,,699.0,,,56.43,45.32,-19.31,5602.0,166.0,-150.0,4.404,0.116,-0.188,0.1,0.25,-0.3,1.009,0.269,-0.145,0.941,0.104,-0.085,,,
7599004,FALSE POSITIVE,2.41172358,2.43e-05,-2.43e-05,0.0,,,,,,1.281,5.401,-0.127,2.6311,0.0328,-0.0328,3364.7,36.3,-36.3,0.34742,5.369163,-0.120638,66.39,,,3.2,1.6,-1.6,50.53,14.5,-10.54,0.0361,,,1706.0,,,1997.33,1702.56,-931.98,6363.0,181.0,-250.0,4.22,0.185,-0.185,-0.24,0.25,-0.3,1.332,0.382,-0.278,1.072,0.177,-0.145,,,
10268903,FALSE POSITIVE,1.103978,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,105.8,61.6,-57.37,,,,,,,,,,,,,,,,,,
6718474,FALSE POSITIVE,590.44065,0.03236,-0.03236,0.0,,,,,,0.2858,0.1789,-0.2857,7.55,1.4,-1.4,125.7,27.1,-27.1,0.010439,0.001039,-0.001501,89.95,,,579.0,270.0,-270.0,1.62,0.94,-0.3,1.497,,,291.0,,,1.7,2.97,-0.71,6782.0,159.0,-236.0,4.243,0.112,-0.329,-0.18,0.25,-0.34,1.417,0.828,-0.256,1.291,0.275,-0.228,,,
5356593,FALSE POSITIVE,45.977861823,7.327e-06,-7.327e-06,0.0,,,,,,0.367,0.01,-0.012,7.4493,0.0106,-0.0106,23886.0,22.5,-22.5,0.142767,0.000138,-0.000214,89.59,,,51.033,0.675,-0.675,17.09,2.65,-2.65,0.2414,,,541.0,,,20.32,8.27,-6.57,5761.0,77.0,-77.0,4.306,0.156,-0.117,-0.2,0.15,-0.15,1.096,0.17,-0.17,0.885,0.068,-0.049,,,
8672910,FALSE POSITIVE,5.71489488,1.377e-05,-1.377e-05,0.0,,,,,,0.0125,0.4255,-0.0124,2.0705,0.0547,-0.0547,292.5,15.3,-15.3,0.015473,0.000715,-0.00045,89.95,,,21.42,1.4,-1.4,1.41,0.59,-0.11,0.0606,,,908.0,,,160.68,205.76,-37.5,5552.0,166.0,-145.0,4.555,0.029,-0.282,-0.08,0.28,-0.26,0.833,0.353,-0.064,0.909,0.091,-0.082,,,
4385148,CANDIDATE,13.84301228,9.079e-05,-9.079e-05,0.0,,,,,,0.052,0.4,-0.052,4.077,0.165,-0.165,567.8,35.9,-35.9,0.02167,0.00117,-0.000681,89.89,,,26.47,3.2,-3.2,1.98,0.5,-0.18,0.11,,,699.0,,,56.45,43.35,-15.88,5745.0,181.0,-201.0,4.559,0.042,-0.168,-0.2,0.3,-0.3,0.837,0.209,-0.075,0.928,0.1,-0.11,,,
11285870,CONFIRMED,4.48494315,3.379e-05,-3.379e-05,0.0,,,,,,0.3,0.143,-0.3,2.752,0.179,-0.179,134.9,12.7,-12.7,0.010746,0.000478,-0.000721,88.57,,,12.03,3.4,-3.4,1.23,0.41,-0.13,0.055,,,1199.0,,,488.22,477.99,-152.79,6217.0,172.0,-216.0,4.437,0.056,-0.224,-0.08,0.25,-0.3,1.051,0.349,-0.116,1.1,0.153,-0.153,,,
9777290,FALSE POSITIVE,1.33251948,2.017e-05,-2.017e-05,0.0,,,,,,0.402,0.096,-0.375,3.733,0.274,-0.274,233.7,16.0,-16.0,0.01418,0.000519,-0.000729,81.19,,,2.63,1.0,-1.0,1.64,0.48,-0.26,0.0236,,,1751.0,,,2218.21,1966.7,-848.59,5926.0,184.0,-205.0,4.381,0.108,-0.201,-0.1,0.3,-0.3,1.058,0.309,-0.166,0.982,0.138,-0.124,,,
3548645,CANDIDATE,211.330867,0.007469,-0.007469,0.0,,,,,,0.055,0.4073,-0.0549,4.66,1.2,-1.2,531.0,103.0,-103.0,0.02104,0.00214,-0.002354,89.95,,,354.0,162.0,-162.0,2.09,0.7,-0.18,0.6948,,,300.0,,,1.92,1.9,-0.54,5941.0,172.0,-213.0,4.519,0.036,-0.25,-0.14,0.22,-0.28,0.911,0.303,-0.08,1.001,0.095,-0.126,,,
10665228,CANDIDATE,11.3251153,0.0002504,-0.0002504,0.0,,,,,,0.352,0.113,-0.352,2.126,0.437,-0.437,297.2,51.7,-51.7,0.015813,0.001337,-0.001849,89.48,,,38.8,19.1,-19.1,1.26,0.17,-0.12,0.0886,,,674.0,,,48.78,23.97,-13.49,5334.0,186.0,-167.0,4.574,0.063,-0.077,-0.5,0.3,-0.3,0.727,0.102,-0.068,0.723,0.094,-0.054,,,
7031948,FALSE POSITIVE,0.566800113,5.565e-06,-5.565e-06,0.0,,,,,,0.751,0.217,-0.505,3.315,0.298,-0.298,104.0,7.9,-7.9,0.01014,0.004202,-0.001032,52.36,,,1.23,0.488,-0.488,0.58,0.03,-0.04,0.0109,,,1180.0,,,455.05,85.51,-90.6,3844.0,77.0,-84.0,4.721,0.036,-0.021,-0.1,0.1,-0.1,0.526,0.025,-0.034,0.531,0.03,-0.03,,,
6937402,CONFIRMED,10.3108232,0.0001066,-0.0001066,0.0,,,,,,0.129,0.321,-0.129,5.617,0.222,-0.222,204.0,17.1,-17.1,0.012975,0.000779,-0.00058,89.47,,,14.1,2.1,-2.1,1.27,0.36,-0.13,0.0917,,,786.0,,,90.1,76.46,-24.86,5708.0,152.0,-169.0,4.521,0.05,-0.2,-0.02,0.3,-0.3,0.893,0.259,-0.086,0.967,0.102,-0.114,,,
9100953,CANDIDATE,14.7510068,0.0001803,-0.0001803,0.0,,,,,,0.75,0.227,-0.522,2.25,0.295,-0.295,381.1,46.2,-46.2,0.019469,0.006359,-0.002355,88.76,,,34.6,15.0,-15.0,1.7,0.28,-0.17,0.1104,,,629.0,,,36.94,20.7,-11.13,5295.0,185.0,-185.0,4.548,0.052,-0.097,-0.1,0.3,-0.3,0.8,0.133,-0.082,0.825,0.096,-0.078,,,
8483366,FALSE POSITIVE,392.49728,0.0266,-0.0266,0.0,,,,,,0.1658,0.3113,-0.1657,10.53,1.2,-1.2,1062.0,132.0,-132.0,0.029651,0.001931,-0.00239,89.95,,,289.3,14.6,-14.6,2.82,1.04,-0.21,1.0394,,,232.0,,,0.68,0.75,-0.16,5737.0,163.0,-157.0,4.544,0.027,-0.269,-0.06,0.24,-0.28,0.872,0.32,-0.067,0.969,0.087,-0.109,,,
3962684,FALSE POSITIVE,25.949641315,,,0.0,,,,,,0.945,,,11.6411,,,67.8,,,0.009814,0.0,0.0,81.14,,,6.132818,,,2.06,1.15,-1.15,0.172,,,753.0,,,76.14,134.58,-62.86,5109.0,169.0,-138.0,3.873,0.693,-0.297,0.06,0.25,-0.25,1.922,1.074,-1.074,1.006,0.211,-0.19,,,
9406892,FALSE POSITIVE,2.21316437,1.386e-05,-1.386e-05,0.0,,,,,,0.672,0.033,-0.509,3.874,0.189,-0.189,116.1,5.1,-5.1,0.010455,0.001952,-0.000556,78.56,,,3.39,1.3,-1.3,0.95,0.18,-0.12,0.03,,,1374.0,,,841.98,506.58,-269.4,5921.0,178.0,-160.0,4.465,0.135,-0.149,-0.96,0.3,-0.25,0.83,0.16,-0.107,0.733,0.085,-0.037,,,
6960913,CONFIRMED,59.8780258,0.0001502,-0.0001502,0.0,,,,,,0.004,0.411,-0.004,4.8027,0.0705,-0.0705,1419.1,32.3,-32.3,0.033448,0.00108,-0.000542,90.0,,,98.43,2.1,-2.1,2.19,0.08,-0.14,0.2522,,,273.0,,,1.31,0.22,-0.24,4016.0,79.0,-79.0,4.658,0.039,-0.015,0.02,0.15,-0.15,0.599,0.023,-0.037,0.595,0.036,-0.029,,,
8978528,CONFIRMED,7.41634701,2.752e-05,-2.752e-05,0.0,,,,,,0.476,0.466,-0.275,2.1362,0.0864,-0.0864,505.5,27.4,-27.4,0.020845,0.000426,-0.001194,88.86,,,23.96,7.6,-7.6,1.24,0.07,-0.07,0.0613,,,547.0,,,21.1,4.33,-3.85,4156.0,83.0,-91.0,4.712,0.027,-0.03,-0.44,0.15,-0.15,0.545,0.03,-0.03,0.559,0.027,-0.034,,,
7022603,FALSE POSITIVE,21.12752693,9.794e-05,-9.794e-05,0.0,,,,,,0.157,0.302,-0.157,2.253,0.138,-0.138,51.8,3.5,-3.5,0.006205,0.000438,-0.000289,89.87,,,71.2,20.8,-20.8,20.93,6.01,-6.68,0.1763,,,2349.0,,,7200.22,6493.61,-4219.44,4024.0,141.0,-112.0,1.672,0.275,-0.225,0.34,0.1,-0.25,30.882,8.872,-9.858,1.636,0.209,-0.523,,,
12256520,CANDIDATE,7.25101997,4.484e-05,-4.484e-05,0.0,,,,,,0.314,0.148,-0.314,2.799,0.142,-0.142,122.8,11.5,-11.5,0.010066,0.000593,-0.000622,89.05,,,19.01,8.0,-8.0,0.91,0.1,-0.03,0.0716,,,807.0,,,100.18,30.76,-12.11,5382.0,80.0,-80.0,4.571,0.015,-0.095,0.1,0.15,-0.15,0.827,0.091,-0.028,0.928,0.033,-0.065,,,
7582689,CONFIRMED,6.80257947,6.099e-05,-6.099e-05,0.0,,,,,,0.889,0.072,-0.685,4.608,0.219,-0.219,32.7,2.4,-2.4,0.006153,0.000576,-0.000989,80.51,,,5.39,2.5,-2.5,0.73,0.12,-0.05,0.0721,,,1026.0,,,262.26,110.75,-47.97,6006.0,72.0,-84.0,4.403,0.054,-0.117,0.07,0.15,-0.15,1.082,0.178,-0.076,1.081,0.078,-0.07,,,
6846544,FALSE POSITIVE,499.88159,0.03124,-0.03124,0.0,,,,,,0.671,0.268,-0.45,13.39,4.8,-4.8,184.4,21.3,-21.3,0.013178,0.004094,-0.001462,89.82,,,216.0,101.0,-101.0,2.61,0.59,-0.73,1.3018,,,338.0,,,3.07,2.01,-1.63,6486.0,155.0,-175.0,3.992,0.247,-0.133,-0.32,0.3,-0.25,1.812,0.411,-0.503,1.174,0.206,-0.169,,,
12164564,CONFIRMED,3.35184041,1.163e-05,-1.163e-05,0.0,,,,,,0.091,0.365,-0.091,1.9855,0.0957,-0.0957,345.3,20.4,-20.4,0.017094,0.0008,-0.00055,89.6,,,13.08,1.9,-1.9,1.88,0.6,-0.19,0.0449,,,1294.0,,,661.69,635.63,-198.78,6198.0,175.0,-218.0,4.464,0.052,-0.208,-0.16,0.25,-0.35,1.005,0.326,-0.102,1.072,0.144,-0.144,,,
8636539,CANDIDATE,6.77367892,6.332e-05,-6.332e-05,0.0,,,,,,0.228,0.218,-0.228,3.579,0.209,-0.209,150.7,12.1,-12.1,0.011355,0.000775,-0.000321,89.09,,,14.26,6.2,-6.2,1.33,0.41,-0.17,0.0727,,,1083.0,,,324.84,289.79,-108.64,6392.0,154.0,-220.0,4.425,0.065,-0.195,-0.2,0.25,-0.3,1.072,0.334,-0.134,1.116,0.154,-0.154,,,
10811496,CANDIDATE,19.89913995,1.494e-05,-1.494e-05,0.0,,,,,,0.969,5.126,-0.077,1.7822,0.0341,-0.0341,10829.0,171.0,-171.0,0.154046,5.034292,-0.042179,88.96,,,53.5,25.7,-25.7,14.6,3.92,-1.31,0.1419,,,638.0,,,39.3,31.04,-10.49,5853.0,158.0,-176.0,4.544,0.044,-0.176,-0.18,0.3,-0.3,0.868,0.233,-0.078,0.961,0.11,-0.121,,,
8618147,FALSE POSITIVE,345.128277,0.009529,-0.009529,0.0,,,,,,0.175,0.261,-0.174,15.925,0.578,-0.578,324.4,32.8,-32.8,0.016543,0.001032,-0.000868,89.94,,,165.8,30.5,-30.5,1.94,0.61,-0.2,1.0148,,,282.0,,,1.5,1.38,-0.46,6214.0,174.0,-217.0,4.442,0.052,-0.208,0.07,0.25,-0.3,1.076,0.335,-0.112,1.169,0.141,-0.173,,,
5020034,FALSE POSITIVE,2.119107262,2.572e-06,-2.572e-06,0.0,,,,,,0.933,0.039,-0.023,7.5384,0.0365,-0.0365,124650.0,434.0,-434.0,0.496971,0.028965,-0.016396,70.31,,,2.7691,0.0854,-0.0854,77.23,21.38,-21.39,0.0329,,,1851.0,,,2775.75,2273.32,-1533.89,6381.0,177.0,-244.0,4.155,0.246,-0.164,-0.36,0.3,-0.3,1.423,0.394,-0.394,1.055,0.167,-0.152,,,
9351316,CONFIRMED,161.515617,0.001258,-0.001258,0.0,,,,,,0.001,0.511,-0.001,6.548,0.288,-0.288,2215.3,97.1,-97.1,0.041208,0.002898,-0.001358,90.0,,,196.22,8.4,-8.4,2.88,0.12,-0.13,0.503,,,211.0,,,0.47,0.08,-0.07,4243.0,84.0,-84.0,4.637,0.027,-0.02,0.02,0.15,-0.15,0.641,0.025,-0.03,0.651,0.034,-0.03,,,
9178502,FALSE POSITIVE,50.47759052,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8183389,FALSE POSITIVE,32.440339204,1.734e-06,-1.734e-06,0.0,,,,,,0.645,0.01,-0.018,4.50984,0.00165,-0.00165,287600.0,74.1,-74.1,0.586321,0.005539,-0.010209,89.54,,,79.65,1.5,-1.5,44.56,4.29,-4.29,0.1742,,,448.0,,,9.52,3.35,-2.63,5081.0,151.0,-151.0,4.578,0.077,-0.044,-0.5,0.3,-0.3,0.696,0.067,-0.067,0.668,0.088,-0.038,,,
8689031,CONFIRMED,21.80451611,4.733e-05,-4.733e-05,0.0,,,,,,0.751,0.166,-0.5,3.4097,0.0714,-0.0714,1144.9,26.4,-26.4,0.033653,0.004907,-0.002737,88.76,,,34.7,17.3,-17.3,2.6,0.47,-0.19,0.1406,,,543.0,,,20.48,11.55,-4.65,5481.0,163.0,-146.0,4.629,0.028,-0.112,-0.5,0.3,-0.3,0.708,0.127,-0.051,0.806,0.073,-0.09,,,
10749059,CANDIDATE,174.731515,0.003126,-0.003126,0.0,,,,,,0.021,0.428,-0.021,8.257,0.343,-0.343,1179.9,82.8,-82.8,0.030591,0.001772,-0.001157,89.99,,,166.57,2.6,-2.6,3.0,0.17,-0.3,0.5732,,,287.0,,,1.6,0.31,-0.38,5201.0,83.0,-83.0,4.447,0.098,-0.035,0.1,0.15,-0.15,0.897,0.051,-0.089,0.82,0.064,-0.032,,,
5384713,CANDIDATE,12.67143692,9.149e-05,-9.149e-05,0.0,,,,,,0.047,0.419,-0.047,2.498,0.178,-0.178,215.8,17.8,-17.8,0.013071,0.00099,-0.000461,89.93,,,39.21,7.7,-7.7,0.76,0.04,-0.06,0.0865,,,404.0,,,6.31,1.31,-1.3,3705.0,74.0,-74.0,4.721,0.039,-0.021,0.21,0.15,-0.15,0.529,0.03,-0.038,0.536,0.034,-0.034,,,
6543893,CONFIRMED,5.93919041,3.061e-05,-3.061e-05,0.0,,,,,,0.107,0.337,-0.107,2.285,0.115,-0.115,424.5,29.1,-29.1,0.018858,0.000974,-0.000681,89.7,,,20.13,2.4,-2.4,3.7,0.61,-0.84,0.0699,,,1357.0,,,801.92,344.85,-346.87,6068.0,82.0,-82.0,4.04,0.182,-0.112,0.16,0.15,-0.1,1.797,0.295,-0.406,1.294,0.131,-0.145,,,
9048161,FALSE POSITIVE,8.667822346,6.02e-06,-6.02e-06,0.0,,,,,,1.276,0.375,-0.159,4.9658,0.0273,-0.0273,2121.9,13.6,-13.6,0.326603,0.364423,-0.150017,75.19,,,4.99,1.1,-1.1,67.37,16.41,-30.46,0.085,,,1303.0,,,681.39,505.26,-502.55,6266.0,189.0,-207.0,3.923,0.443,-0.148,-0.44,0.3,-0.3,1.889,0.46,-0.854,1.089,0.156,-0.191,,,
5942949,CONFIRMED,57.2932309,0.0005315,-0.0005315,0.0,,,,,,0.021,0.441,-0.021,4.878,0.243,-0.243,773.6,57.0,-57.0,0.024537,0.001662,-0.00089,89.99,,,91.91,6.8,-6.8,1.95,0.14,-0.18,0.2597,,,355.0,,,3.76,1.09,-1.0,4806.0,144.0,-129.0,4.564,0.065,-0.03,-0.1,0.3,-0.3,0.729,0.051,-0.07,0.709,0.08,-0.058,,,
5108214,FALSE POSITIVE,2.11913005,2.116e-05,-2.116e-05,0.0,,,,,,0.67,0.006,-0.511,4.141,0.261,-0.261,28.7,1.6,-1.6,0.005188,0.000953,-0.000346,77.24,,,3.04,1.4,-1.4,1.35,0.12,-0.15,0.0356,,,2090.0,,,4512.1,1134.6,-1121.81,5799.0,78.0,-78.0,3.813,0.078,-0.052,0.16,0.15,-0.15,2.377,0.212,-0.26,1.339,0.096,-0.107,,,
6527078,CANDIDATE,7.57600886,8.526e-05,-8.526e-05,0.0,,,,,,0.267,0.191,-0.267,3.361,0.207,-0.207,49.0,4.5,-4.5,0.00635,0.000369,-0.000382,89.08,,,16.72,4.9,-4.9,0.54,0.09,-0.05,0.0714,,,778.0,,,86.87,47.22,-23.34,5361.0,159.0,-159.0,4.588,0.038,-0.113,-0.16,0.3,-0.3,0.774,0.133,-0.071,0.848,0.078,-0.087,,,
6523351,CANDIDATE,6.06664931,4.094e-05,-4.094e-05,0.0,,,,,,0.902,0.027,-0.694,1.962,0.173,-0.173,65.3,7.2,-7.2,0.008919,0.001139,-0.001701,85.17,,,10.71,5.2,-5.2,0.87,0.12,-0.04,0.0643,,,915.0,,,165.66,65.12,-27.52,5569.0,100.0,-111.0,4.521,0.028,-0.112,0.1,0.15,-0.15,0.892,0.124,-0.044,0.963,0.047,-0.071,,,
7418173,FALSE POSITIVE,0.780632043,2.68e-07,-2.68e-07,0.0,,,,,,1.306,1.987,-0.011,1.4109,0.0164,-0.0164,736.5,6.7,-6.7,0.334674,1.980536,-0.010441,41.91,,,1.755,0.857,-0.857,79.67,41.44,-50.65,0.0165,,,2714.0,,,12837.08,20950.69,-11328.78,5354.0,177.0,-160.0,3.754,0.777,-0.333,-0.42,0.35,-0.25,2.18,1.134,-1.386,0.985,0.224,-0.224,,,
3219995,CONFIRMED,18.87058705,6.734e-05,-6.734e-05,0.0,,,,,,0.878,0.026,-0.64,3.4701,0.0799,-0.0799,588.0,23.6,-23.6,0.025771,0.000283,-0.003443,87.72,,,22.0,10.7,-10.7,2.67,0.85,-0.28,0.1401,,,701.0,,,56.97,54.48,-17.16,6103.0,181.0,-200.0,4.496,0.04,-0.229,-0.2,0.3,-0.3,0.949,0.303,-0.101,1.028,0.139,-0.139,,,
7117513,FALSE POSITIVE,0.566797474,5.997e-06,-5.997e-06,0.0,,,,,,0.575,0.409,-0.355,2.708,0.267,-0.267,98.8,10.6,-10.6,0.009444,0.000263,-0.000964,67.92,,,1.529,0.725,-0.725,1.04,0.31,-0.11,0.0139,,,2270.0,,,6276.39,5726.39,-1931.94,6046.0,190.0,-232.0,4.478,0.05,-0.2,0.07,0.25,-0.3,1.007,0.302,-0.101,1.111,0.13,-0.145,,,
5269407,FALSE POSITIVE,0.958871144,6.4e-08,-6.4e-08,0.0,,,,,,0.533,0.017,-0.012,2.74361,0.00226,-0.00226,232350.0,228.0,-228.0,0.471324,0.004836,-0.000739,81.91,,,3.78628,0.00966,-0.00966,45.91,11.68,-6.79,0.0175,,,1743.0,,,2174.51,1674.66,-759.33,5530.0,165.0,-149.0,4.425,0.144,-0.198,-0.34,0.35,-0.25,0.892,0.227,-0.132,0.773,0.131,-0.049,,,
6878167,FALSE POSITIVE,0.833980196,1.072e-06,-1.072e-06,0.0,,,,,,0.547,0.203,-0.546,1.756,0.279,-0.279,261.2,9.4,-9.4,0.015277,0.0009,-0.001123,80.13,,,3.19,1.2,-1.2,1.45,0.43,-0.14,0.017,,,1816.0,,,2562.78,2206.58,-713.31,5747.0,154.0,-171.0,4.53,0.048,-0.192,-0.14,0.3,-0.3,0.871,0.256,-0.085,0.939,0.101,-0.112,,,
4476423,FALSE POSITIVE,33.8542586,0.0007913,-0.0007913,0.0,,,,,,0.1881,0.256,-0.1879,12.689,0.721,-0.721,253.3,24.5,-24.5,0.013954,0.001063,-0.000691,89.38,,,20.32,3.0,-3.0,15.96,1.06,-1.06,0.2402,,,1326.0,,,730.99,173.54,-146.52,4553.0,97.0,-97.0,2.605,0.016,-0.016,0.42,0.162,-0.162,10.472,0.696,-0.696,1.616,0.256,-0.256,,,
1293379,CANDIDATE,27.556452,0.002928,-0.002928,0.0,,,,,,0.1438,0.296,-0.1437,8.23,1.8,-1.8,289.2,55.4,-55.4,0.015347,0.000913,-0.002548,89.95,,,25.72,9.7,-9.7,1.4,0.54,-0.1,0.1748,,,531.0,,,18.86,22.4,-4.48,5509.0,184.0,-162.0,4.565,0.024,-0.024,0.02,0.24,-0.26,0.836,0.322,-0.061,0.937,0.078,-0.089,,,
8804455,CANDIDATE,7.5966998,3.322e-05,-3.322e-05,0.0,,,,,,0.725,0.22,-0.51,3.667,0.102,-0.102,127.5,5.7,-5.7,0.011117,0.00214,-0.000847,86.28,,,11.18,5.0,-5.0,1.32,0.2,-0.17,0.0746,,,964.0,,,204.34,85.61,-63.2,5716.0,103.0,-114.0,4.343,0.115,-0.115,0.04,0.15,-0.15,1.091,0.163,-0.147,0.955,0.078,-0.057,,,
9774400,FALSE POSITIVE,10.818248422,9.669e-06,-9.669e-06,0.0,,,,,,0.813,0.002,-0.002,18.2848,0.0452,-0.0452,13696.0,29.9,-29.9,0.119905,0.000187,-0.000251,76.96,,,3.603,0.0429,-0.0429,11.71,2.89,-1.56,0.0894,,,830.0,,,112.55,81.98,-36.65,5955.0,159.0,-159.0,4.446,0.116,-0.174,-0.64,0.3,-0.3,0.894,0.221,-0.119,0.814,0.095,-0.063,,,
5794687,FALSE POSITIVE,367.72767,0.006233,-0.006233,0.0,,,,,,0.2729,0.2017,-0.2728,3.104,0.572,-0.572,926.0,182.0,-182.0,0.027335,0.00401,-0.002403,89.95,,,896.0,319.0,-319.0,1.96,0.26,-0.15,0.8925,,,184.0,,,0.27,0.12,-0.06,4869.0,145.0,-134.0,4.648,0.033,-0.071,-0.36,0.34,-0.3,0.657,0.088,-0.049,0.703,0.075,-0.069,,,
6147851,FALSE POSITIVE,3.06026014,4.047e-05,-4.047e-05,0.0,,,,,,0.675,0.027,-0.504,2.545,0.418,-0.418,59.9,9.2,-9.2,0.007509,0.000649,-0.000575,84.39,,,6.91,3.3,-3.3,0.83,0.24,-0.1,0.0412,,,1284.0,,,642.06,542.52,-205.54,5878.0,158.0,-176.0,4.426,0.087,-0.203,-0.04,0.25,-0.3,1.01,0.291,-0.125,0.993,0.127,-0.115,,,
6045093,CANDIDATE,28.2682167,0.0004556,-0.0004556,0.0,,,,,,0.5643,0.0139,-0.4888,1.355,0.551,-0.551,197.0,52.1,-52.1,0.01329,0.00084,-0.003428,89.95,,,134.1,66.5,-66.5,1.22,0.47,-0.09,0.1779,,,526.0,,,18.12,21.38,-4.12,5496.0,168.0,-152.0,4.564,0.024,-0.024,0.04,0.24,-0.26,0.838,0.327,-0.059,0.939,0.075,-0.086,,,
8439949,CANDIDATE,364.98242,0.01103,-0.01103,0.0,,,,,,0.926,0.033,-0.643,12.346,0.84,-0.84,533.0,47.4,-47.4,0.025568,0.00286,-0.005084,89.47,,,99.5,48.5,-48.5,3.12,1.03,-0.35,1.0483,,,293.0,,,1.73,1.65,-0.53,6429.0,153.0,-211.0,4.404,0.068,-0.216,-0.14,0.25,-0.3,1.116,0.37,-0.123,1.152,0.172,-0.157,,,
1873513,CONFIRMED,3.290304098,4.432e-06,-4.432e-06,0.0,,,,,,0.09,0.183,-0.09,1.7215,0.0126,-0.0126,13553.0,64.8,-64.8,0.105209,0.000527,-0.000922,89.68,,,16.097,0.114,-0.114,4.91,0.41,-0.11,0.0327,,,540.0,,,20.06,6.53,-1.58,3386.0,103.0,-33.0,4.81,0.01,-0.02,0.48,0.05,-0.15,0.427,0.036,-0.009,0.43,0.046,-0.009,,,
2995392,CONFIRMED,30.4544418,0.000445,-0.000445,0.0,,,,,,0.929,0.022,-0.665,6.896,0.192,-0.192,472.1,29.9,-29.9,0.0242,0.000108,-0.004651,86.35,,,14.59,7.2,-7.2,2.6,0.82,-0.29,0.1939,,,624.0,,,35.92,33.67,-11.41,6283.0,176.0,-220.0,4.472,0.054,-0.216,-0.3,0.3,-0.3,0.984,0.312,-0.111,1.047,0.143,-0.143,,,
6890618,FALSE POSITIVE,1.574063832,1.839e-06,-1.839e-06,0.0,,,,,,1.237,0.408,-0.142,5.6357,0.0508,-0.0508,1118.1,9.5,-9.5,0.272513,0.401585,-0.134524,28.25,,,1.404,0.497,-0.497,28.63,7.38,-4.29,0.0253,,,1619.0,,,1622.84,1232.03,-583.69,5951.0,160.0,-178.0,4.411,0.12,-0.18,-0.44,0.3,-0.3,0.962,0.248,-0.144,0.869,0.108,-0.081,,,
11807906,CANDIDATE,236.506437,0.003375,-0.003375,0.0,,,,,,0.1474,0.3101,-0.1474,5.004,0.431,-0.431,744.4,87.0,-87.0,0.024357,0.001921,-0.001543,89.95,,,366.0,109.0,-109.0,10.37,5.08,-3.22,0.8455,,,480.0,,,12.54,17.82,-7.26,5066.0,112.0,-152.0,3.414,0.24,-0.303,-0.06,0.22,-0.3,3.9,1.908,-1.21,1.442,0.354,-0.454,,,
11017094,FALSE POSITIVE,0.708563091,1.367e-06,-1.367e-06,0.0,,,,,,1.196,0.111,-0.095,6.347,0.242,-0.242,414.5,6.5,-6.5,0.217374,0.092888,-0.110086,11.64,,,1.221,0.244,-0.244,15.38,2.07,-0.95,0.0139,,,1587.0,,,1501.41,645.35,-330.22,5271.0,141.0,-157.0,4.669,0.027,-0.082,-0.66,0.3,-0.3,0.648,0.087,-0.04,0.718,0.063,-0.063,,,
12402588,CANDIDATE,97.942437,0.001183,-0.001183,0.0,,,,,,0.0071,0.4483,-0.007,2.575,0.33,-0.33,100.2,16.0,-16.0,0.009176,0.000869,-0.00076,89.95,,,293.2,92.1,-92.1,2.29,0.73,-1.09,0.4443,,,600.0,,,30.59,30.22,-23.28,5997.0,206.0,-198.0,3.806,0.445,-0.194,-0.24,0.32,-0.3,2.284,0.726,-1.09,1.217,0.272,-0.302,,,
6342333,CONFIRMED,80.2321467,0.0003914,-0.0003914,0.0,,,,,,0.911,0.024,-0.622,4.656,0.128,-0.128,888.7,40.6,-40.6,0.033375,0.000228,-0.006342,89.19,,,64.2,32.0,-32.0,3.24,0.38,-0.19,0.3543,,,380.0,,,4.91,1.59,-0.81,5436.0,81.0,-81.0,4.505,0.039,-0.097,0.12,0.15,-0.15,0.888,0.104,-0.052,0.92,0.046,-0.051,,,
8715564,FALSE POSITIVE,438.00974,0.03162,-0.03162,0.0,,,,,,0.8575,0.0075,-0.6073,11.46,2.2,-2.2,79.2,13.2,-13.2,0.009376,0.002979,-0.001477,89.95,,,155.5,76.7,-76.7,0.73,1.99,-0.07,0.9936,,,197.0,,,0.36,5.11,-0.1,5260.0,151.0,-128.0,4.56,0.071,-1.007,-0.58,0.32,-0.26,0.717,1.935,-0.071,0.68,0.241,-0.038,,,
