kepid,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2
11513441,FALSE POSITIVE,85.5692223,0.0006885,-0.0006885,0.0,,,,,,0.98,4.972,-0.138,4.954,0.352,-0.352,539.2,34.7,-34.7,0.032157,4.359744,-0.010363,88.69,,,42.8,20.2,-20.2,6.85,3.2,-3.91,0.3798,,,536.0,,,19.51,28.6,-16.35,5361.0,185.0,-167.0,3.856,0.658,-0.282,-0.2,0.35,-0.25,1.951,0.912,-1.114,0.997,0.192,-0.192,,,
4544572,FALSE POSITIVE,2.189092892,2.31e-06,-2.31e-06,0.0,,,,,,1.27,0.518,-0.148,5.1128,0.0436,-0.0436,1871.5,14.8,-14.8,0.317097,0.509112,-0.140228,42.52,,,1.723,0.603,-0.603,33.45,10.04,-3.36,0.0335,,,1446.0,,,1034.43,931.06,-310.12,6106.0,181.0,-217.0,4.487,0.05,-0.213,-0.16,0.25,-0.35,0.966,0.29,-0.097,1.043,0.14,-0.14,,,
8360041,CANDIDATE,2.63527677,2.09e-05,-2.09e-05,0.0,,,,,,0.646,0.015,-0.5,1.997,0.2,-0.2,70.4,7.9,-7.9,0.008055,0.002778,-0.000676,85.28,,,7.84,3.2,-3.2,0.76,0.05,-0.06,0.0354,,,1136.0,,,394.32,83.99,-77.27,5215.0,83.0,-83.0,4.496,0.066,-0.05,0.14,0.15,-0.15,0.864,0.058,-0.064,0.854,0.049,-0.04,,,
8806985,CANDIDATE,7.53737498,9.576e-05,-9.576e-05,0.0,,,,,,0.225,0.218,-0.225,3.966,0.236,-0.236,41.1,4.3,-4.3,0.005934,0.000375,-0.000345,89.1,,,14.25,4.7,-4.7,0.93,0.27,-0.22,0.0802,,,1210.0,,,506.84,440.47,-257.32,6483.0,181.0,-250.0,4.206,0.175,-0.175,-0.16,0.25,-0.3,1.436,0.422,-0.346,1.212,0.188,-0.188,,,
7435780,FALSE POSITIVE,0.933157032,5.568e-06,-5.568e-06,0.0,,,,,,1.046,0.08,-0.794,2.614,0.282,-0.282,87.8,6.7,-6.7,0.057092,0.046398,-0.049032,22.28,,,1.13,0.562,-0.562,7.29,2.22,-0.96,0.0198,,,2202.0,,,5565.35,4835.94,-1883.73,6499.0,154.0,-212.0,4.378,0.062,-0.188,-0.1,0.25,-0.3,1.169,0.356,-0.153,1.191,0.164,-0.164,,,
8316503,FALSE POSITIVE,5.065329723,1.29e-07,-1.29e-07,0.0,,,,,,0.725,0.012,-0.007,4.90392,0.00071,-0.00071,155610.0,24.0,-24.0,0.429764,0.005602,-0.004166,85.75,,,9.7756,0.0264,-0.0264,60.35,16.94,-12.34,0.0584,,,1315.0,,,705.6,580.75,-314.53,6350.0,170.0,-207.0,4.233,0.185,-0.185,-0.34,0.3,-0.3,1.286,0.361,-0.263,1.03,0.172,-0.129,,,
10924853,FALSE POSITIVE,2.102416517,1.311e-06,-1.311e-06,0.0,,,,,,1.236,9.116,-0.132,1.7684,0.0274,-0.0274,1502.5,19.6,-19.6,0.27969,9.101205,-0.124999,67.85,,,3.28,1.6,-1.6,29.29,8.7,-2.9,0.0326,,,1435.0,,,1003.06,896.65,-291.17,5999.0,180.0,-198.0,4.494,0.05,-0.2,-0.06,0.25,-0.3,0.959,0.285,-0.095,1.045,0.129,-0.142,,,
5816144,CANDIDATE,12.4970599,0.0001533,-0.0001533,0.0,,,,,,0.65,0.303,-0.449,3.877,0.283,-0.283,180.0,18.9,-18.9,0.012948,0.000143,-0.001371,88.06,,,19.15,8.0,-8.0,1.44,0.5,-0.16,0.1075,,,839.0,,,117.3,120.38,-36.67,6174.0,185.0,-203.0,4.445,0.07,-0.224,-0.12,0.25,-0.3,1.021,0.349,-0.116,1.055,0.155,-0.127,,,
9965957,CONFIRMED,5.75321539,1.184e-05,-1.184e-05,0.0,,,,,,0.921,0.017,-0.666,1.7948,0.048,-0.048,733.8,28.1,-28.1,0.03095,1.4e-05,-0.006223,85.36,,,11.38,5.6,-5.6,3.14,0.77,-0.26,0.0633,,,920.0,,,169.44,130.41,-43.04,5445.0,180.0,-164.0,4.51,0.033,-0.176,0.48,0.05,-0.25,0.929,0.229,-0.076,1.017,0.074,-0.101,,,
5218441,FALSE POSITIVE,3.613757526,1.037e-06,-1.037e-06,0.0,,,,,,0.812,0.003,-0.005,5.9128,0.0192,-0.0192,4872.2,9.8,-9.8,0.071239,0.000154,-0.000202,76.14,,,3.3877,0.0926,-0.0926,7.05,2.05,-0.73,0.0452,,,1182.0,,,461.67,398.4,-135.49,5986.0,168.0,-189.0,4.498,0.065,-0.195,-0.32,0.3,-0.3,0.906,0.264,-0.094,0.942,0.117,-0.117,,,
9959492,CANDIDATE,11.682369,0.000162,-0.000162,0.0,,,,,,0.6987,0.0043,-0.5276,2.71,0.315,-0.315,234.5,26.3,-26.3,0.014968,0.000115,-0.001732,88.24,,,24.3,10.5,-10.5,1.45,0.58,-0.11,0.0998,,,802.0,,,97.62,113.95,-24.79,6089.0,164.0,-186.0,4.527,0.035,-0.291,-0.36,0.28,-0.3,0.889,0.352,-0.072,0.971,0.1,-0.12,,,
4138008,CONFIRMED,112.303136,0.001722,-0.001722,0.0,,,,,,0.248,0.191,-0.248,5.869,0.362,-0.362,502.1,44.1,-44.1,0.020068,0.001174,-0.001111,89.9,,,144.6,33.4,-33.4,1.3,0.07,-0.05,0.3874,,,241.0,,,0.79,0.15,-0.11,4401.0,78.0,-78.0,4.677,0.017,-0.027,-0.38,0.15,-0.15,0.595,0.03,-0.024,0.613,0.03,-0.03,,,
9214713,CANDIDATE,809.0141881,0.0009214,-0.0009214,0.0,,,,,,0.717,0.011,-0.014,8.3017,0.0619,-0.0619,16311.0,92.8,-92.8,0.125784,0.000561,-0.00081,89.94,,,646.2,36.9,-36.9,14.38,4.48,-1.92,1.6988,,,216.0,,,0.51,0.47,-0.17,6230.0,169.0,-206.0,4.397,0.087,-0.203,-0.3,0.25,-0.3,1.047,0.326,-0.14,0.993,0.148,-0.111,,,
9881662,CONFIRMED,3.254277742,5.223e-06,-5.223e-06,0.0,,,,,,0.303,0.117,-0.303,2.9903,0.0396,-0.0396,159.9,3.2,-3.2,0.011619,0.000192,-0.000248,87.84,,,8.05,1.6,-1.6,1.38,0.22,-0.12,0.0443,,,1301.0,,,675.56,299.69,-159.33,5945.0,106.0,-130.0,4.402,0.054,-0.117,0.16,0.15,-0.15,1.089,0.174,-0.094,1.092,0.077,-0.077,,,
7672215,CANDIDATE,11.1734401,0.0002168,-0.0002168,0.0,,,,,,0.268,0.191,-0.268,4.545,0.457,-0.457,61.3,8.0,-8.0,0.007326,0.000453,-0.000623,89.16,,,18.25,5.2,-5.2,1.4,0.47,-0.28,0.1133,,,1279.0,,,632.06,635.93,-299.65,7372.0,231.0,-334.0,4.142,0.124,-0.202,-0.04,0.2,-0.35,1.752,0.581,-0.358,1.552,0.219,-0.241,,,
5474613,CONFIRMED,13.6164547,0.0001053,-0.0001053,0.0,,,,,,1.19,7.244,-0.461,5.175,0.339,-0.339,376.1,20.9,-20.9,0.210015,7.234226,-0.454792,74.91,,,4.57,2.3,-2.3,22.29,6.68,-2.38,0.1125,,,755.0,,,76.81,67.54,-23.28,5823.0,158.0,-193.0,4.472,0.052,-0.208,0.06,0.25,-0.3,0.972,0.291,-0.104,1.02,0.115,-0.127,,,
7102227,CONFIRMED,36.7704935,0.0001285,-0.0001285,0.0,,,,,,0.545,0.368,-0.319,4.42,0.105,-0.105,1346.6,34.0,-34.0,0.034299,0.006758,-0.001361,89.44,,,55.9,21.0,-21.0,2.83,0.36,-0.25,0.2036,,,437.0,,,8.6,3.72,-2.23,5142.0,153.0,-153.0,4.602,0.033,-0.083,-0.06,0.3,-0.3,0.755,0.097,-0.065,0.84,0.065,-0.09,,,
10227501,FALSE POSITIVE,2.002779769,7.647e-06,-7.647e-06,0.0,,,,,,0.242,0.215,-0.242,2.231,0.11,-0.11,260.5,13.7,-13.7,0.014608,0.000543,-0.000611,87.95,,,6.784,0.779,-0.779,1.42,0.29,-0.19,0.0289,,,1311.0,,,696.4,432.41,-232.91,5346.0,159.0,-159.0,4.44,0.135,-0.18,-0.1,0.3,-0.3,0.892,0.179,-0.119,0.799,0.113,-0.061,,,
7602070,FALSE POSITIVE,11.75560012,3.504e-05,-3.504e-05,0.0,,,,,,1.228,34.59,-0.138,4.7,0.124,-0.124,648.8,16.7,-16.7,0.254375,34.56722,-0.13562,76.01,,,5.08,2.5,-2.5,22.39,4.69,-1.89,0.0974,,,716.0,,,62.19,39.02,-15.45,5644.0,152.0,-152.0,4.575,0.036,-0.144,-0.24,0.3,-0.3,0.806,0.169,-0.068,0.9,0.078,-0.107,,,
10793172,CONFIRMED,5.36375016,3.904e-05,-3.904e-05,0.0,,,,,,0.008,0.448,-0.008,2.94,0.199,-0.199,114.3,9.3,-9.3,0.00963,0.000718,-0.000301,89.97,,,14.08,4.5,-4.5,1.15,0.17,-0.16,0.0588,,,1059.0,,,296.73,114.62,-91.93,5553.0,74.0,-74.0,4.33,0.137,-0.1,0.16,0.15,-0.15,1.098,0.161,-0.161,0.941,0.062,-0.048,,,
7662744,FALSE POSITIVE,135.428746,0.003708,-0.003708,0.0,,,,,,0.498,0.465,-0.29,7.394,0.593,-0.593,381.1,62.8,-62.8,0.01828,0.002446,-0.000723,89.77,,,124.3,52.6,-52.6,1.83,0.55,-0.18,0.5187,,,343.0,,,3.29,2.88,-0.96,5849.0,157.0,-192.0,4.517,0.048,-0.204,-0.02,0.25,-0.3,0.919,0.275,-0.092,1.014,0.116,-0.139,,,
11662440,FALSE POSITIVE,13.639480425,1.973e-06,-1.973e-06,0.0,,,,,,1.033,0.048,-0.044,3.12422,0.00534,-0.00534,81103.0,108.0,-108.0,0.476272,0.03515,-0.0384,88.32,,,35.189,0.148,-0.148,44.0,9.57,-4.42,0.1062,,,680.0,,,50.51,34.73,-14.33,5461.0,180.0,-164.0,4.517,0.06,-0.14,-0.1,0.3,-0.3,0.846,0.184,-0.085,0.858,0.101,-0.082,,,
3447722,CONFIRMED,16.08832318,8.779e-05,-8.779e-05,0.0,,,,,,0.648,0.29,-0.43,5.731,0.143,-0.143,597.8,19.7,-19.7,0.023572,0.005164,-0.001145,87.82,,,17.02,5.8,-5.8,3.42,0.58,-0.58,0.1281,,,875.0,,,138.64,66.48,-50.36,6157.0,123.0,-123.0,4.224,0.149,-0.108,-0.08,0.15,-0.15,1.33,0.225,-0.225,1.08,0.109,-0.081,,,
9967771,CONFIRMED,0.53835407,6.75e-07,-6.75e-07,0.0,,,,,,0.334,0.116,-0.334,1.5045,0.0326,-0.0326,190.2,4.8,-4.8,0.012638,0.000265,-0.000372,82.87,,,2.693,0.554,-0.554,1.67,0.24,-0.33,0.0127,,,2386.0,,,7609.22,2977.95,-2913.75,5539.0,83.0,-74.0,4.244,0.174,-0.101,0.14,0.15,-0.15,1.207,0.175,-0.233,0.932,0.067,-0.039,,,
5819801,CANDIDATE,11.8299383,0.0002073,-0.0002073,0.0,,,,,,0.502,0.459,-0.281,5.168,0.428,-0.428,41.4,4.1,-4.1,0.006011,0.000204,-0.000541,88.12,,,15.26,4.9,-4.9,1.6,0.31,-0.6,0.1128,,,1177.0,,,453.44,234.66,-283.26,5747.0,77.0,-77.0,3.802,0.33,-0.11,0.26,0.15,-0.15,2.431,0.485,-0.901,1.365,0.088,-0.264,,,
9532603,CANDIDATE,14.5555096,0.0001733,-0.0001733,0.0,,,,,,0.528,0.437,-0.315,2.07,0.375,-0.375,725.0,122.0,-122.0,0.025166,0.001911,-0.002798,89.36,,,47.2,20.6,-20.6,2.03,0.26,-0.18,0.109,,,594.0,,,29.45,13.9,-8.26,5176.0,184.0,-184.0,4.612,0.033,-0.083,-0.18,0.3,-0.3,0.738,0.097,-0.065,0.826,0.065,-0.106,,,
7375100,FALSE POSITIVE,98.51783198,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773392,CANDIDATE,170.995748,0.00123,-0.00123,0.0,,,,,,0.839,0.099,-0.589,3.88,0.174,-0.174,477.1,35.6,-35.6,0.022611,0.002659,-0.002896,89.76,,,197.1,92.9,-92.9,4.9,0.83,-1.25,0.6757,,,463.0,,,10.86,4.73,-5.16,6127.0,73.0,-85.0,3.991,0.188,-0.101,0.21,0.15,-0.15,1.983,0.337,-0.506,1.405,0.127,-0.19,,,
5215700,FALSE POSITIVE,0.656201038,4.4e-08,-4.4e-08,0.0,,,,,,1.439,0.052,-0.05,4.17901,0.00762,-0.00762,174860.0,131.0,-131.0,1.033681,0.043853,-0.050773,53.45,,,2.416,0.13,-0.13,112.77,35.89,-11.97,0.0152,,,2157.0,,,5094.25,4930.11,-1615.38,6025.0,190.0,-232.0,4.472,0.052,-0.208,0.02,0.25,-0.35,0.999,0.318,-0.106,1.08,0.13,-0.159,,,
9605514,CONFIRMED,40.715561,0.0002096,-0.0002096,0.0,,,,,,0.008,0.407,-0.008,6.894,0.131,-0.131,680.9,25.2,-25.2,0.023993,0.000768,-0.000521,89.99,,,46.2,1.9,-1.9,2.7,0.84,-0.28,0.2383,,,578.0,,,26.34,23.94,-8.05,6297.0,169.0,-225.0,4.448,0.052,-0.208,-0.2,0.25,-0.35,1.031,0.32,-0.107,1.084,0.144,-0.144,,,
8570210,CANDIDATE,541.04472,0.02119,-0.02119,0.0,,,,,,0.2387,0.2201,-0.2387,12.47,1.1,-1.1,181.5,21.9,-21.9,0.01238,0.000709,-0.001082,89.95,,,326.0,162.0,-162.0,1.08,0.48,-0.07,1.2468,,,206.0,,,0.43,0.56,-0.1,5829.0,156.0,-144.0,4.575,0.03,-0.3,-0.42,0.3,-0.26,0.802,0.354,-0.058,0.879,0.105,-0.085,,,
5436338,CONFIRMED,6.30922043,1.723e-05,-1.723e-05,0.0,,,,,,0.118,0.338,-0.118,1.3251,0.0716,-0.0716,691.2,38.2,-38.2,0.023605,0.001294,-0.000736,89.82,,,36.99,6.6,-6.6,1.37,0.1,-0.12,0.054,,,606.0,,,31.73,9.67,-8.46,4380.0,130.0,-143.0,4.71,0.059,-0.032,-0.92,0.3,-0.3,0.53,0.041,-0.045,0.524,0.045,-0.034,,,
9909735,CONFIRMED,11.8150174,0.0001074,-0.0001074,0.0,,,,,,0.875,0.045,-0.61,2.834,0.227,-0.227,1003.0,107.0,-107.0,0.033946,0.008013,-0.005753,87.15,,,17.58,8.7,-8.7,3.48,0.58,-0.14,0.1033,,,762.0,,,79.66,36.67,-12.71,5729.0,103.0,-126.0,4.514,0.022,-0.127,0.21,0.15,-0.15,0.939,0.156,-0.039,1.051,0.051,-0.076,,,
10657406,CONFIRMED,1.682934607,4.907e-06,-4.907e-06,0.0,,,,,,0.681,0.28,-0.479,1.8846,0.0783,-0.0783,142.7,6.8,-6.8,0.011608,0.002872,-0.000911,82.42,,,5.16,2.1,-2.1,1.06,0.09,-0.04,0.0272,,,1270.0,,,615.67,172.9,-86.81,5201.0,93.0,-114.0,4.573,0.01,-0.09,0.36,0.1,-0.15,0.834,0.077,-0.026,0.948,0.019,-0.071,,,
9597345,CONFIRMED,124.5245224,0.0005536,-0.0005536,0.0,,,,,,0.004,0.411,-0.004,9.654,0.115,-0.115,689.9,14.8,-14.8,0.023514,0.000713,-0.000368,90.0,,,100.861,0.183,-0.183,2.69,0.41,-0.29,0.4865,,,356.0,,,3.78,1.66,-0.99,5497.0,109.0,-109.0,4.394,0.09,-0.11,0.38,0.1,-0.15,1.046,0.161,-0.111,0.988,0.049,-0.055,,,
5792202,CANDIDATE,499.47338,0.01187,-0.01187,0.0,,,,,,0.793,0.159,-0.56,12.248,0.575,-0.575,1662.0,112.0,-112.0,0.041532,0.009834,-0.005308,89.78,,,210.0,102.0,-102.0,3.71,0.36,-0.14,1.2023,,,191.0,,,0.31,0.1,-0.04,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.21,0.15,-0.15,0.817,0.08,-0.029,0.926,0.032,-0.064,,,
6526710,CANDIDATE,39.74893077,1.554e-05,-1.554e-05,0.0,,,,,,0.881,0.003,-0.003,7.3051,0.0213,-0.0213,15179.0,44.1,-44.1,0.134949,0.001018,-0.001288,88.3,,,29.734,0.507,-0.507,14.21,4.46,-1.49,0.2311,,,552.0,,,21.87,20.59,-6.71,6122.0,181.0,-218.0,4.487,0.052,-0.208,-0.18,0.3,-0.3,0.964,0.303,-0.101,1.041,0.139,-0.139,,,
12404954,CONFIRMED,3.247548814,5.908e-06,-5.908e-06,0.0,,,,,,0.31,0.143,-0.31,2.5146,0.0444,-0.0444,209.7,4.7,-4.7,0.013203,0.000294,-0.000342,88.14,,,9.54,2.3,-2.3,1.41,0.2,-0.07,0.0442,,,1181.0,,,460.67,186.5,-78.75,5703.0,103.0,-125.0,4.498,0.021,-0.119,0.36,0.1,-0.15,0.975,0.14,-0.047,1.091,0.04,-0.086,,,
3323887,CONFIRMED,38.90787517,1.358e-05,-1.358e-05,0.0,,,,,,0.6883,0.0228,-0.029,4.5271,0.0354,-0.0354,6159.1,18.3,-18.3,0.076413,0.000622,-0.000646,89.38,,,54.34,5.6,-5.6,7.98,1.53,-0.42,0.2273,,,523.0,,,17.66,9.42,-3.16,5779.0,110.0,-128.0,4.491,0.03,-0.16,0.12,0.1,-0.14,0.956,0.184,-0.05,1.034,0.059,-0.077,,,
10600261,CONFIRMED,17.30795548,5.552e-05,-5.552e-05,0.0,,,,,,0.0,0.422,0.0,5.1126,0.0763,-0.0763,633.0,14.2,-14.2,0.022671,0.000677,-0.00035,90.0,,,26.455,0.979,-0.979,3.56,0.57,-0.78,0.1305,,,815.0,,,104.37,44.41,-43.66,5565.0,83.0,-66.0,4.117,0.201,-0.093,0.16,0.15,-0.1,1.439,0.229,-0.315,0.989,0.075,-0.068,,,
5513866,FALSE POSITIVE,0.755111225,1.235e-06,-1.235e-06,0.0,,,,,,0.694,0.159,-0.609,3.164,0.559,-0.559,168.0,8.9,-8.9,0.012635,0.00121,-0.001193,63.85,,,1.575,0.749,-0.749,1.38,0.0,0.0,0.0163,,,1999.0,,,3759.62,0.0,0.0,5780.0,,,4.438,,,0.0,0.0,0.0,1.0,,,1.0,,,,,
10872983,CONFIRMED,2.56658897,1.781e-05,-1.781e-05,0.0,,,,,,0.755,0.212,-0.523,2.429,0.165,-0.165,226.5,16.8,-16.8,0.014983,0.003935,-0.001417,82.17,,,5.54,2.7,-2.7,1.59,0.52,-0.17,0.0374,,,1360.0,,,807.74,793.91,-258.2,6046.0,189.0,-232.0,4.486,0.054,-0.229,-0.08,0.25,-0.3,0.972,0.315,-0.105,1.053,0.135,-0.15,,,
8548069,FALSE POSITIVE,368.52466,0.03054,-0.03054,0.0,,,,,,0.5045,0.019,-0.4443,11.9,2.3,-2.3,680.3,91.5,-91.5,0.024556,0.000965,-0.002638,89.95,,,210.9,72.0,-72.0,3.05,1.73,-0.36,1.074,,,288.0,,,1.62,2.75,-0.56,6343.0,147.0,-281.0,4.411,0.058,-0.335,0.07,0.17,-0.37,1.137,0.645,-0.133,1.213,0.244,-0.214,,,
11401767,CONFIRMED,6.84978728,5.243e-05,-5.243e-05,0.0,,,,,,0.954,0.003,-0.696,4.919,0.162,-0.162,139.2,9.0,-9.0,0.013842,0.000317,-0.003323,75.35,,,3.77,1.9,-1.9,1.83,0.3,-0.21,0.0739,,,1081.0,,,322.19,140.61,-82.27,6056.0,81.0,-90.0,4.332,0.08,-0.12,0.16,0.15,-0.15,1.209,0.202,-0.134,1.147,0.076,-0.083,,,
3342952,FALSE POSITIVE,1.039046871,8.411e-06,-8.411e-06,0.0,,,,,,0.096,0.368,-0.096,1.689,0.207,-0.207,24.4,3.2,-3.2,0.004495,0.000422,-0.000269,88.84,,,4.736,0.623,-0.623,0.48,0.1,-0.07,0.0195,,,1774.0,,,2348.45,1421.05,-768.84,5689.0,152.0,-152.0,4.422,0.104,-0.138,-0.06,0.25,-0.3,0.976,0.197,-0.131,0.918,0.104,-0.083,,,
4742420,CANDIDATE,205.41415,0.01182,-0.01182,0.0,,,,,,0.0856,0.3578,-0.0854,10.26,1.4,-1.4,283.8,50.2,-50.2,0.015445,0.001059,-0.002102,89.95,,,154.8,77.1,-77.1,1.67,0.74,-0.16,0.6918,,,323.0,,,2.58,3.36,-0.75,6123.0,164.0,-211.0,4.465,0.05,-0.304,-0.14,0.22,-0.3,0.991,0.435,-0.096,1.04,0.189,-0.128,,,
9008737,CONFIRMED,14.7512034,0.000204,-0.000204,0.0,,,,,,0.8759,0.0044,-0.5844,1.25,0.311,-0.311,261.1,39.3,-39.3,0.017404,0.005426,-0.004114,88.81,,,46.7,23.3,-23.3,1.63,0.62,-0.12,0.1159,,,678.0,,,49.97,57.04,-11.85,5653.0,165.0,-161.0,4.551,0.026,-0.272,-0.04,0.25,-0.26,0.857,0.327,-0.064,0.952,0.081,-0.095,,,
6786348,CONFIRMED,26.964501,0.000154,-0.000154,0.0,,,,,,0.006,0.43,-0.006,3.792,0.131,-0.131,601.7,34.7,-34.7,0.022247,0.001079,-0.000664,89.99,,,55.53,5.8,-5.8,2.2,0.52,-0.22,0.1773,,,573.0,,,25.56,18.08,-7.42,5754.0,161.0,-182.0,4.534,0.042,-0.168,0.07,0.25,-0.3,0.905,0.214,-0.092,1.021,0.091,-0.136,,,
9347899,CONFIRMED,42.63427848,7.674e-05,-7.674e-05,0.0,,,,,,0.142,0.189,-0.142,6.1998,0.0535,-0.0535,1719.3,22.8,-22.8,0.038058,0.000533,-0.000352,89.85,,,54.02,2.4,-2.4,5.22,0.78,-1.03,0.2355,,,615.0,,,33.82,14.47,-13.79,6035.0,120.0,-120.0,4.22,0.168,-0.112,-0.28,0.15,-0.15,1.257,0.187,-0.25,0.958,0.076,-0.068,,,
5271608,FALSE POSITIVE,2.49047468,1.163e-05,-1.163e-05,0.0,,,,,,0.522,0.029,-0.443,2.2003,0.0934,-0.0934,222.2,12.7,-12.7,0.014075,0.000111,-0.00099,86.03,,,7.55,2.8,-2.8,1.53,0.48,-0.2,0.0358,,,1413.0,,,940.43,885.12,-336.16,6067.0,190.0,-232.0,4.433,0.087,-0.203,-0.24,0.3,-0.3,0.997,0.309,-0.133,0.981,0.143,-0.117,,,
8953059,FALSE POSITIVE,5.499941387,1.583e-06,-1.583e-06,0.0,,,,,,0.002,0.145,-0.002,5.1339,0.0132,-0.0132,40110.0,92.8,-92.8,0.184697,0.000433,-0.000264,89.99,,,9.71993,0.00119,-0.00119,23.34,7.46,-2.99,0.0646,,,1202.0,,,492.27,449.7,-164.63,6435.0,153.0,-211.0,4.385,0.065,-0.208,-0.06,0.25,-0.3,1.157,0.37,-0.148,1.186,0.169,-0.152,,,
7035812,FALSE POSITIVE,87.775799,0.001159,-0.001159,0.0,,,,,,0.8114,0.1603,-0.5478,1.862,0.446,-0.446,450.0,101.0,-101.0,0.021788,0.01633,-0.003004,89.95,,,224.0,112.0,-112.0,2.44,0.88,-0.35,0.3746,,,409.0,,,6.61,7.19,-2.25,5604.0,166.0,-148.0,4.375,0.124,-0.239,0.02,0.24,-0.26,1.025,0.372,-0.147,0.909,0.112,-0.067,,,
11967872,FALSE POSITIVE,134.370692,0.008664,-0.008664,0.0,,,,,,0.174,0.28,-0.174,8.73,1.2,-1.2,432.6,63.2,-63.2,0.019016,0.001325,-0.001834,89.92,,,118.1,11.0,-11.0,1.95,0.62,-0.2,0.519,,,351.0,,,3.58,3.43,-1.09,5910.0,184.0,-205.0,4.505,0.039,-0.221,-0.02,0.25,-0.3,0.94,0.297,-0.099,1.032,0.124,-0.138,,,
10122538,CONFIRMED,5.53609368,3.148e-05,-3.148e-05,0.0,,,,,,0.791,0.124,-0.563,2.2942,0.0904,-0.0904,1223.3,61.6,-61.6,0.035793,0.006332,-0.004741,86.33,,,12.37,5.8,-5.8,2.2,0.14,-0.1,0.0519,,,566.0,,,24.23,5.12,-4.07,3891.0,70.0,-86.0,4.718,0.018,-0.042,0.21,0.15,-0.15,0.564,0.035,-0.026,0.605,0.025,-0.034,,,
8613535,CONFIRMED,29.9685917,0.0001741,-0.0001741,0.0,,,,,,0.282,0.141,-0.282,6.678,0.134,-0.134,309.5,12.2,-12.2,0.016258,0.000448,-0.000475,89.52,,,33.48,6.3,-6.3,1.91,0.6,-0.2,0.1969,,,644.0,,,40.76,37.46,-12.36,6249.0,174.0,-217.0,4.428,0.054,-0.202,-0.04,0.25,-0.3,1.076,0.335,-0.112,1.13,0.159,-0.159,,,
6699562,FALSE POSITIVE,46.270524872,2.584e-06,-2.584e-06,0.0,,,,,,0.859,0.003,-0.003,8.93033,0.00361,-0.00361,66244.0,22.7,-22.7,0.307384,0.001677,-0.001804,88.74,,,39.0294,0.0802,-0.0802,35.98,11.38,-4.06,0.2577,,,572.0,,,25.29,23.02,-7.82,6357.0,157.0,-204.0,4.405,0.07,-0.21,-0.24,0.25,-0.3,1.072,0.339,-0.121,1.061,0.172,-0.115,,,
6936977,FALSE POSITIVE,36.473115046,1.489e-06,-1.489e-06,0.0,,,,,,1.003,0.018,-0.173,2.91005,0.00408,-0.00408,161930.0,21.2,-21.2,0.634783,0.015636,-0.123913,89.54,,,123.62,3.0,-3.0,53.1,10.19,-4.72,0.2032,,,467.0,,,11.24,6.71,-2.87,5452.0,162.0,-146.0,4.594,0.032,-0.128,-0.26,0.3,-0.3,0.766,0.147,-0.068,0.854,0.079,-0.098,,,
8883329,CONFIRMED,9.18244299,6.703e-05,-6.703e-05,0.0,,,,,,0.257,0.203,-0.257,4.318,0.178,-0.178,87.6,4.8,-4.8,0.008634,0.000309,-0.000363,89.07,,,15.86,3.0,-3.0,1.24,0.23,-0.19,0.0886,,,1052.0,,,289.74,151.21,-99.18,6194.0,124.0,-136.0,4.242,0.125,-0.125,-0.04,0.15,-0.15,1.314,0.244,-0.2,1.098,0.113,-0.075,,,
3348082,FALSE POSITIVE,3.98216698,1.455e-05,-1.455e-05,0.0,,,,,,0.775,0.052,-0.54,2.396,0.109,-0.109,381.3,16.3,-16.3,0.019666,0.00394,-0.002054,84.74,,,8.46,3.5,-3.5,3.32,0.52,-0.84,0.0495,,,1374.0,,,842.48,351.33,-395.71,5570.0,83.0,-72.0,4.066,0.21,-0.09,0.16,0.15,-0.1,1.548,0.241,-0.391,1.019,0.084,-0.084,,,
1293046,FALSE POSITIVE,36.2671673,0.0003039,-0.0003039,0.0,,,,,,0.214,0.243,-0.214,2.065,0.254,-0.254,627.1,78.3,-78.3,0.022172,0.002034,-0.001446,89.91,,,134.1,50.7,-50.7,1.5,0.1,-0.15,0.1817,,,347.0,,,3.44,0.94,-0.97,4264.0,128.0,-128.0,4.637,0.053,-0.021,-0.2,0.3,-0.3,0.62,0.039,-0.062,0.607,0.067,-0.05,,,
