group_id,label,orbital_period_days,eccentricity,impact_parameter,transit_duration_hours,transit_depth_ppm,radius_ratio_rp_rs,inclination_deg,a_over_rs,planet_radius_rearth,semi_major_axis_au,equilibrium_temp_k,insolation_earth,stellar_teff_k,stellar_logg_cgs,stellar_metallicity_dex,stellar_radius_rsun,stellar_mass_msun
5513866,0,0.755111225,0.0,0.694,3.164,168.0,0.012635,63.85,1.575,1.38,0.0163,1999.0,3759.62,5780.0,4.438,0.0,1.0,1.0
6345732,1,20.2642023,0.0,0.914,4.664,185.3,0.015063,86.42,14.66,2.12,0.1495,770.0,82.92,5937.0,4.251,0.1,1.291,1.084
6345732,1,7.44136102,0.0,0.862,4.554,79.7,0.009401,82.53,6.63,1.33,0.0767,1075.0,315.02,5937.0,4.251,0.1,1.291,1.084
8611257,1,99.2532336,0.0,0.947,7.208,538.0,0.027854,88.71,42.1,2.17,0.3869,300.0,1.93,5010.0,4.623,-0.16,0.715,0.798
3861611,0,3.84933401,0.0,0.591,2.299,503.9,0.021409,86.83,10.68,2.12,0.048,1147.0,408.84,5984.0,4.521,-0.2,0.906,0.993
10880507,1,6.4802138,0.0,0.725,3.27,142.0,0.011743,86.12,10.71,1.26,0.0662,934.0,180.05,5496.0,4.417,0.14,0.983,0.92
5443604,0,21.3910125,0.0,0.347,3.512,645.8,0.022958,89.56,44.8,1.72,0.1367,483.0,12.88,4889.0,4.637,-0.22,0.686,0.759
9837661,1,11.12827427,0.0,0.594,2.6118,6057.0,0.073529,88.83,29.1,4.04,0.0781,408.0,6.52,3640.0,4.744,0.21,0.503,0.513
7769819,1,2.21571296,0.0,0.796,1.8211,285.1,0.017229,82.3,5.95,1.7,0.0313,1283.0,638.56,5417.0,4.447,-0.08,0.901,0.83
11874577,1,34.4585495,0.0,0.626,7.434,431.0,0.019948,88.74,28.5,1.88,0.2039,559.0,23.05,6161.0,4.545,-0.5,0.862,0.95
12164564,1,3.35184041,0.0,0.091,1.9855,345.3,0.017094,89.6,13.08,1.88,0.0449,1294.0,661.69,6198.0,4.464,-0.16,1.005,1.072
7815931,0,1.868564038,0.0,0.456,1.192,176.7,0.012495,87.59,10.85,1.4,0.0299,1565.0,1417.56,6065.0,4.427,-0.12,1.023,1.018
9642292,1,15.1408916,0.0,0.136,4.359,476.8,0.019976,89.71,26.83,1.93,0.1189,714.0,61.42,5926.0,4.532,-0.2,0.887,0.978
4991208,1,2.44358543,0.0,0.258,1.852,59.1,0.007015,88.5,9.83,0.67,0.0337,1249.0,574.37,5561.0,4.486,-0.18,0.873,0.85
8243283,0,1.7592691,0.0,0.564,2.381,140.4,0.011222,83.24,4.8,1.21,0.0278,1519.0,1254.94,5784.0,4.416,-0.14,0.984,0.921
9837661,1,2.226496196,0.0,0.048,1.7073,1839.1,0.038292,89.73,10.35,2.1,0.0267,697.0,55.76,3640.0,4.744,0.21,0.503,0.513
9837661,1,5.72084599,0.0,0.166,2.744,1316.0,0.032418,89.41,16.24,1.78,0.0501,509.0,15.84,3640.0,4.744,0.21,0.503,0.513
9092504,1,0.962864171,0.0,0.736,1.6802,303.5,0.017264,76.66,3.19,1.52,0.0183,1666.0,1828.67,5704.0,4.575,-0.3,0.804,0.897
5383248,1,16.23847733,0.0,0.766,3.9699,646.7,0.025459,87.94,21.3,2.76,0.1235,711.0,60.35,5683.0,4.422,0.04,0.993,0.951
9092504,1,6.46004728,0.0,0.828,1.979,394.2,0.020507,86.82,14.92,1.8,0.0652,883.0,144.06,5704.0,4.575,-0.3,0.804,0.897
10001368,1,4.76831033,0.0,0.191,3.2363,251.8,0.014616,89.03,11.23,1.78,0.0568,1219.0,522.81,6237.0,4.374,-0.08,1.116,1.069
9466429,1,44.616751,0.0,0.618,7.831,239.7,0.014887,88.99,35.0,2.31,0.2638,693.0,54.56,6763.0,4.22,-0.32,1.424,1.235
4365442,0,1.714410345,0.0,0.56,3.336,50.4,0.006757,80.44,3.37,1.84,0.03,2551.0,10025.53,6340.0,3.731,-0.58,2.498,1.223
8885643,1,3.40165617,0.0,0.906,1.9617,155.9,0.013564,81.42,6.08,1.34,0.044,1236.0,552.42,6177.0,4.516,-0.4,0.906,0.982
5652893,1,14.00948631,0.0,0.268,3.399,169.9,0.011757,89.5,30.72,0.98,0.104,617.0,34.32,5153.0,4.551,-0.18,0.767,0.763
3241557,0,1.703359172,0.0,0.152,1.914,57.6,0.006997,88.72,6.79,0.69,0.0274,1525.0,1284.58,6026.0,4.503,-0.34,0.904,0.949
8681833,1,1.311558909,0.0,0.218,1.919,141.3,0.010897,87.6,5.189,1.15,0.024,1655.0,1776.99,5926.0,4.501,0.07,0.963,1.072
3102384,1,10.573751447,0.0,0.785,1.7259,298.9,0.017524,88.51,30.3,2.07,0.0964,844.0,120.25,5720.0,4.4,0.34,1.08,1.067
10471515,1,3.7847507,0.0,0.021,2.924,33.5,0.00528,89.88,9.96,0.7,0.0494,1311.0,699.15,6017.0,4.326,0.14,1.206,1.126
8760040,1,18.2206024,0.0,0.125,5.109,201.8,0.012951,89.74,27.39,1.78,0.1406,786.0,90.43,5951.0,4.283,0.14,1.262,1.117
10098844,1,47.4497134,0.0,0.016,10.675,206.4,0.013113,89.97,34.4,1.61,0.2602,551.0,21.82,6007.0,4.353,0.0,1.126,1.042
9467404,1,0.929906166,0.0,0.102,1.743,108.7,0.009563,88.59,4.136,1.48,0.0191,2291.0,6514.57,6039.0,4.169,-0.04,1.413,1.075
5308666,0,0.784513087,0.0,0.029,1.9206,316.6,0.015257,89.48,3.2217,131.4,0.0201,10634.0,3036857.56,3853.0,0.892,-0.22,78.869,1.772
5184911,1,4.11585514,0.0,0.807,1.4858,425.8,0.02144,86.52,13.28,1.93,0.0466,895.0,151.55,4827.0,4.508,0.32,0.823,0.796
6587105,1,33.878639,0.0,0.923,6.194,700.1,0.030037,87.23,19.1,3.52,0.2004,564.0,24.0,5533.0,4.348,0.16,1.072,0.933
11127479,1,2.12821621,0.0,0.098,3.146,25.9,0.004636,88.92,5.2,0.7,0.0341,1668.0,1831.55,5952.0,4.227,0.18,1.377,1.168
5428668,0,0.703399912,0.0,0.393,0.823,531.4,0.021683,86.36,6.19,2.15,0.0155,2013.0,3879.31,5955.0,4.52,-0.16,0.91,0.999
5041569,0,2.5355023,0.0,0.965,7.189,354.6,0.022452,44.06,1.343,2.7,0.0385,1477.0,1127.68,6268.0,4.429,0.07,1.1,1.188
9899181,0,1.332560553,0.0,0.37,3.315,31.7,0.005094,82.79,2.945,0.4,0.0218,1249.0,574.99,4947.0,4.621,-0.06,0.714,0.8
9899181,0,18.936061,0.0,0.285,22.27,24.3,0.004418,87.4,6.287,0.34,0.1279,516.0,16.7,4947.0,4.621,-0.06,0.714,0.8
8884274,1,10.65275054,0.0,0.051,2.684,740.7,0.024669,89.91,31.03,2.2,0.0918,737.0,69.81,5602.0,4.571,-0.16,0.817,0.913
7767162,1,3.30040818,0.0,0.008,4.462,98.8,0.009123,89.92,5.732,1.43,0.0471,1543.0,1341.9,6333.0,4.229,0.16,1.438,1.279
4861791,0,5.62950902,0.0,0.974,6.542,297.5,0.021476,64.27,2.24,2.11,0.0619,979.0,216.41,5822.0,4.529,-0.06,0.898,0.994
4385148,1,24.2758992,0.0,0.441,4.59,702.2,0.024621,89.32,37.4,2.25,0.16,580.0,26.68,5745.0,4.559,-0.2,0.837,0.928
9838468,1,54.4099612,0.0,0.157,9.314,193.0,0.012628,89.8,44.65,1.56,0.2768,513.0,16.35,5746.0,4.309,0.0,1.133,0.954
6781548,0,9.12209336,0.0,1.236,4.347,906.8,0.268689,74.86,4.73,28.17,0.0872,863.0,131.35,5899.0,4.499,0.07,0.96,1.06
11401755,1,13.84984567,0.0,0.012,7.2783,84.6,0.008397,89.95,14.67,1.45,0.1133,977.0,214.98,5919.0,4.042,-0.2,1.585,1.009
7673192,1,6.12479773,0.0,0.79,3.466,129.3,0.011473,84.71,8.57,1.51,0.0659,1140.0,399.43,6052.0,4.285,-0.12,1.202,1.015
7673192,1,11.24284815,0.0,0.52,4.241,136.0,0.010988,88.3,17.57,1.44,0.0988,931.0,177.7,6052.0,4.285,-0.12,1.202,1.015
7673192,1,4.02877097,0.0,0.193,3.173,100.4,0.009204,88.85,9.63,1.21,0.0498,1311.0,699.45,6052.0,4.285,-0.12,1.202,1.015
7673192,1,8.92114318,0.0,0.12,3.933,110.8,0.009647,89.6,17.38,1.27,0.0847,1006.0,241.79,6052.0,4.285,-0.12,1.202,1.015
11807274,1,7.81285862,0.0,0.03,4.098,117.3,0.009941,89.88,14.714,1.68,0.0817,1196.0,483.06,6237.0,4.136,0.0,1.543,1.187
7670943,1,18.01164974,0.0,0.924,6.7367,107.8,0.011469,83.74,8.47,1.83,0.1469,900.0,155.37,6477.0,4.224,0.1,1.459,1.3
6697756,1,0.916142298,0.0,0.232,1.1555,98.5,0.008995,87.78,5.98,0.6,0.0156,1212.0,507.47,4374.0,4.639,-0.34,0.614,0.6
5649833,0,0.597933473,0.0,0.562,1.918,106.0,0.009816,74.7,2.132,1.24,0.0147,2564.0,10196.42,6543.0,4.382,-0.16,1.159,1.181
10518399,0,2.69636494,0.0,0.628,3.892,109.0,0.009999,81.53,4.26,1.24,0.0358,1406.0,925.14,5653.0,4.25,-0.22,1.139,0.842
5905822,1,6.99205021,0.0,0.944,5.037,33.4,0.006619,75.72,3.83,1.06,0.0735,1194.0,479.87,6057.0,4.139,-0.06,1.467,1.081
10793172,1,12.0999065,0.0,0.14,3.558,165.5,0.011614,89.69,26.04,1.39,0.1011,807.0,100.37,5553.0,4.33,0.16,1.098,0.941
10793172,1,5.36375016,0.0,0.008,2.94,114.3,0.00963,89.97,14.08,1.15,0.0588,1059.0,296.73,5553.0,4.33,0.16,1.098,0.941
7136729,0,3.17319407,0.0,0.211,2.512,135.8,0.010595,88.73,9.56,0.91,0.0379,1077.0,318.23,5369.0,4.508,-0.44,0.784,0.722
5108946,0,0.591280187,0.0,0.395,1.1656,135.0,0.01087,83.81,3.67,1.3,0.0146,2385.0,7620.01,6246.0,4.433,0.07,1.092,1.18
8801316,1,3.93766786,0.0,0.226,4.655,24.3,0.004548,87.96,6.355,1.36,0.0555,1947.0,3388.82,6277.0,3.728,-0.06,2.741,1.465
12314973,1,28.45489091,0.0,0.5,8.1593,1418.6,0.035375,88.82,24.17,6.08,0.1993,769.0,82.7,6206.0,4.159,0.22,1.573,1.305
3346154,1,1.952711161,0.0,0.962,0.872,403.0,0.024933,80.96,6.12,2.58,0.0308,1403.0,917.15,5741.0,4.495,0.12,0.946,1.02
5308387,0,0.620739667,0.0,1.158,2.477,108.2,0.167382,14.24,1.195,29.28,0.0154,2947.0,17924.29,6559.0,4.133,-0.18,1.602,1.277
6233573,0,0.587470828,0.0,1.161,2.4382,193.8,0.175174,16.62,1.212,51.02,0.0147,3434.0,33039.47,5787.0,3.678,-0.42,2.667,1.236
5775129,1,3.84822189,0.0,0.368,2.013,203.9,0.013198,88.47,13.8,1.72,0.0495,1283.0,641.53,5927.0,4.323,0.16,1.193,1.094
9898447,1,2.37752442,0.0,0.256,2.307,32.1,0.005152,88.09,7.677,0.53,0.0351,1278.0,632.62,5615.0,4.505,0.24,0.936,1.022
5307568,0,2.62838097,0.0,0.087,3.193,89.9,0.00862,89.21,6.346,1.01,0.0381,1375.0,846.09,5884.0,4.408,0.16,1.07,1.07
11135308,1,1.877878538,0.0,0.248,2.39,47.5,0.006379,87.58,5.89,0.78,0.03,1701.0,1977.35,6324.0,4.352,-0.28,1.115,1.017
6521045,1,35.3331932,0.0,0.656,5.966,99.7,0.009621,88.92,34.7,1.55,0.2143,670.0,47.52,5788.0,4.122,0.1,1.474,1.05
7019524,1,5.30873978,0.0,0.173,3.018,127.5,0.010322,89.26,13.39,1.08,0.0598,1042.0,279.21,5914.0,4.483,-0.06,0.955,1.011
5106313,1,3.89524296,0.0,0.224,1.689,189.0,0.012309,89.26,17.4,1.13,0.0449,956.0,197.66,5018.0,4.492,0.14,0.838,0.795
8429415,0,1.352564873,0.0,0.669,3.469,56.7,0.007307,73.68,2.38,1.45,0.0247,2447.0,8505.97,6463.0,3.959,-0.5,1.823,1.103
8560804,0,31.9729501,0.0,0.773,9.41,156.3,0.012524,87.39,16.97,2.41,0.2157,757.0,77.49,6007.0,4.064,0.2,1.759,1.311
12008872,1,14.8877665,0.0,0.795,4.981,252.5,0.016055,86.85,14.47,1.96,0.1186,831.0,112.85,6143.0,4.344,-0.2,1.116,1.001
4072333,0,2.007750531,0.0,0.42,2.0715,352.0,0.017357,86.51,6.89,1.64,0.0308,1319.0,716.79,5645.0,4.549,0.0,0.865,0.965
9886361,1,7.03146295,0.0,0.014,5.922,85.4,0.008449,89.91,9.165,1.38,0.0779,1194.0,480.26,6170.0,4.192,0.24,1.499,1.282
9886361,1,54.2811949,0.0,0.85,5.517,147.8,0.012667,88.82,41.4,2.07,0.3044,604.0,31.45,6170.0,4.192,0.24,1.499,1.282
3730335,0,0.596087893,0.0,0.283,0.7159,105.1,0.009606,87.38,6.196,1.92,0.0148,2967.0,18259.79,6049.0,3.997,0.08,1.827,1.209
6528464,1,12.58229808,0.0,0.044,6.375,118.7,0.009854,89.83,15.223,1.53,0.1027,917.0,167.41,5587.0,4.091,-0.1,1.423,0.911
7428316,0,7.12684695,0.0,0.71,3.179,206.3,0.014079,86.72,12.42,1.38,0.0721,941.0,185.17,6050.0,4.525,-0.3,0.896,0.979
10275766,0,0.661749944,0.0,1.169,4.112,215.6,0.182858,12.16,1.195,23.92,0.0161,2420.0,8123.02,6363.0,4.386,0.21,1.198,1.273
10275766,0,354.95118,0.0,0.0405,13.02,421.9,0.01887,89.95,212.1,2.53,1.0664,303.0,1.99,6392.0,4.366,0.21,1.23,1.281
6370120,0,1.35477049,0.0,0.24,1.618,145.3,0.010656,87.82,6.31,0.8,0.0215,1102.0,348.9,4414.0,4.621,0.2,0.689,0.723
5642620,0,0.493393859,0.0,0.961,1.1319,264.7,0.02086,50.52,1.511,1.4,0.0106,1505.0,1203.14,4474.0,4.67,-0.3,0.614,0.645
5209845,1,11.95401876,0.0,0.744,2.656,855.9,0.029175,88.26,24.5,2.1,0.0885,525.0,17.92,4359.0,4.611,-0.06,0.659,0.648
9652649,0,2.48883033,0.0,0.696,4.268,51.4,0.006989,77.98,3.34,0.64,0.0338,1230.0,540.34,5615.0,4.514,-0.32,0.833,0.827
11100670,0,20.2340219,0.0,0.249,3.674,193.6,0.012795,89.66,41.3,0.99,0.1338,562.0,23.53,5528.0,4.627,-0.56,0.71,0.788
6129524,1,0.88184263,0.0,0.454,1.3117,249.9,0.014657,84.47,4.71,1.24,0.0171,1564.0,1419.46,5268.0,4.594,-0.06,0.776,0.871
5794570,1,5.448321078,0.0,0.614,2.2213,529.4,0.021984,87.71,15.33,2.17,0.0603,978.0,215.95,5721.0,4.517,0.02,0.905,0.983
5794570,1,1.116127169,0.0,0.648,1.3235,109.2,0.010104,82.64,5.06,1.0,0.0209,1659.0,1797.63,5721.0,4.517,0.02,0.905,0.983
6779260,1,3.833087643,0.0,0.932,1.51,461.4,0.024847,83.58,8.33,2.25,0.046,1012.0,247.8,5397.0,4.543,-0.02,0.831,0.878
11807274,1,9.37663713,0.0,0.828,2.1033,118.4,0.011189,87.6,19.78,1.89,0.0922,1125.0,379.3,6237.0,4.136,0.0,1.543,1.187
5953297,1,5.62006198,0.0,0.969,2.751,190.1,0.017766,78.72,4.95,1.45,0.0577,772.0,84.01,4868.0,4.6,0.14,0.746,0.814
7659389,1,3.8259005,0.0,0.951,1.8057,857.2,0.03572,81.86,6.71,3.45,0.0465,1005.0,241.25,5223.0,4.505,0.32,0.885,0.913
9472074,1,0.558841234,0.0,0.307,0.7918,280.9,0.015407,86.65,5.26,1.33,0.0128,1787.0,2412.15,5151.0,4.592,0.21,0.792,0.903
10842192,1,9.33648141,0.0,0.901,2.5449,885.4,0.033763,86.38,14.26,2.39,0.0747,577.0,26.22,4442.0,4.619,-0.2,0.648,0.637
2442448,1,76.6139446,0.0,0.851,10.22,498.7,0.023228,88.5,32.6,2.61,0.3521,466.0,11.12,6173.0,4.408,-0.28,1.03,0.988
11283615,1,1.289590179,0.0,0.401,1.3541,286.0,0.015625,86.63,6.82,1.38,0.0224,1448.0,1040.23,5467.0,4.578,-0.08,0.808,0.906
7605093,1,0.634003002,0.0,0.367,0.9207,316.9,0.016444,85.82,5.03,1.35,0.0136,1714.0,2030.16,5226.0,4.606,-0.16,0.75,0.84
12023078,0,0.623441939,0.0,1.027,1.4053,128.1,0.044292,32.41,1.216,13.89,0.0156,3219.0,25489.88,5385.0,3.639,-0.26,2.871,1.309
6364162,0,5.24364571,0.0,1.201,16.984,270.4,0.216879,21.46,1.291,25.01,0.0598,1149.0,411.58,6197.0,4.406,-0.16,1.056,1.032
7463685,1,8.98826122,0.0,0.92,4.96,160.8,0.014058,81.14,5.98,1.39,0.0845,864.0,131.92,5984.0,4.521,-0.2,0.906,0.993
11231334,0,4.15743922,0.0,1.242,9.572,1472.0,0.283683,41.16,1.65,96.99,0.0595,2089.0,4503.26,6529.0,3.657,-0.06,3.131,1.623
6878240,1,135.4978256,0.0,0.804,6.769,5038.1,0.072673,89.58,108.5,6.01,0.4756,295.0,1.8,5307.0,4.572,-0.28,0.757,0.782
6878240,1,22.2508509,0.0,0.771,1.745,618.7,0.025073,89.33,65.7,2.07,0.1426,539.0,20.01,5307.0,4.572,-0.28,0.757,0.782
2436378,0,8.53161917,0.0,1.118,2.9596,65744.0,0.499969,87.1,22.1,54.6,0.0819,891.0,148.92,5780.0,4.438,0.0,1.0,1.0
6630943,0,0.690405794,0.0,0.281,1.7407,178.4,0.012128,84.65,3.013,1.04,0.0138,1731.0,2129.33,5204.0,4.515,-0.26,0.786,0.736
3336765,0,1.844857057,0.0,0.594,1.6557,85.6,0.008855,85.12,6.98,0.97,0.0288,1601.0,1548.86,6143.0,4.403,-0.44,1.004,0.931
4270565,0,18.0116764,0.0,0.683,6.006,417.2,0.019852,87.75,17.38,2.02,0.1354,695.0,55.07,6003.0,4.507,-0.14,0.932,1.019
6528464,1,33.67280658,0.0,0.309,8.2267,170.9,0.011948,89.41,30.14,1.86,0.1979,661.0,45.09,5587.0,4.091,-0.1,1.423,0.911
11963206,1,3.00912491,0.0,0.009,2.228,191.4,0.012546,89.95,10.461,1.22,0.041,1177.0,452.27,5713.0,4.541,0.07,0.893,1.01
8263545,1,4.44589508,0.0,0.704,2.3816,441.4,0.020568,86.18,10.57,1.94,0.0521,1063.0,302.6,5918.0,4.544,-0.26,0.865,0.956
10068024,0,2.023126394,0.0,0.391,1.2771,72.2,0.007962,88.01,11.26,0.92,0.0321,1607.0,1582.75,6349.0,4.422,-0.22,1.059,1.077
9636563,0,10.63609504,0.0,0.029,3.48,290.6,0.015415,89.93,23.71,1.36,0.0914,728.0,66.5,5546.0,4.575,-0.14,0.81,0.907
6937402,1,10.3108232,0.0,0.129,5.617,204.0,0.012975,89.47,14.1,1.27,0.0917,786.0,90.1,5708.0,4.521,-0.02,0.893,0.967
2853828,0,1.077467951,0.0,1.181,2.1125,75.7,0.188607,23.59,1.289,31.06,0.0215,2339.0,7064.38,6329.0,4.137,-0.12,1.508,1.135
4035667,0,2.8736467,0.0,0.985,1.682,215.7,0.018689,73.92,3.55,6.47,0.0501,2866.0,15977.28,8173.0,3.744,-0.14,3.169,2.032
9612825,0,2.846517614,0.0,0.931,4.228,2154.4,0.053662,69.93,2.715,1.88,0.0269,528.0,18.32,3468.0,4.931,-0.18,0.32,0.32
7826659,1,211.032819,0.0,0.808,7.119,1953.4,0.04577,89.69,150.4,3.43,0.6266,215.0,0.5,4658.0,4.632,0.0,0.686,0.743
7202957,1,1.716828304,0.0,0.7,2.068,59.5,0.007546,81.38,4.67,0.74,0.028,1455.0,1056.84,5808.0,4.522,-0.06,0.902,0.987
5513893,0,0.755103143,0.0,0.662,2.885,43.8,0.006402,67.25,1.713,1.49,0.0174,2927.0,17302.11,5996.0,3.87,-0.08,2.128,1.226
10514430,0,20.71927223,0.0,0.744,4.0388,224.6,0.014853,88.43,27.1,2.51,0.1475,818.0,105.78,5729.0,4.058,-0.06,1.545,0.994
8095441,1,11.87457664,0.0,0.432,1.9797,220.7,0.013737,89.41,42.0,1.32,0.0986,728.0,66.33,5523.0,4.506,0.0,0.88,0.907
5881813,1,109.6469948,0.0,0.797,6.568,899.7,0.030575,89.45,83.4,4.85,0.4382,428.0,7.95,5332.0,4.083,0.18,1.453,0.932
12456601,1,15.64588656,0.0,0.033,3.959,572.1,0.021809,89.94,30.84,2.18,0.1229,710.0,60.08,5896.0,4.518,-0.08,0.916,1.008
10341917,0,0.93375241,0.0,0.989,6.352,518.0,0.035786,21.91,1.066,3.18,0.0182,1594.0,1528.26,5402.0,4.581,0.07,0.815,0.931
3241604,0,1.70336496,0.0,0.508,1.7045,316.7,0.016745,85.69,6.76,1.67,0.0279,1484.0,1151.45,5881.0,4.516,-0.08,0.915,1.002
9591070,0,0.764174368,0.0,0.626,2.346,100.2,0.009622,72.83,2.12,1.18,0.0174,2241.0,5972.52,6321.0,4.417,0.07,1.125,1.207
8227661,0,1.85373924,0.0,0.551,1.816,348.6,0.01786,85.29,6.71,0.23,0.0134,345.0,3.36,2661.0,5.283,0.0,0.116,0.094
7428736,1,7.06321927,0.0,0.56,2.411,207.2,0.01355,88.31,18.92,1.21,0.0656,827.0,110.22,5305.0,4.489,-0.26,0.818,0.753
5817986,0,0.584310213,0.0,1.209,2.1801,809.4,0.240239,26.1,1.346,23.09,0.0136,2053.0,4190.91,5783.0,4.539,-0.08,0.88,0.977
11129258,1,25.384175,0.0,0.245,3.576,594.0,0.022465,89.74,53.84,2.44,0.1728,649.0,42.01,6137.0,4.471,-0.12,0.994,1.067
10586004,1,15.79196594,0.0,0.032,7.2772,203.1,0.012882,89.89,16.794,2.4,0.1328,910.0,161.97,5758.0,4.072,0.3,1.704,1.251
7202957,1,8.16733851,0.0,0.801,3.337,104.9,0.010408,86.03,11.56,1.03,0.0791,865.0,132.43,5808.0,4.522,-0.06,0.902,0.987
6521045,1,12.81590421,0.0,0.58,6.3856,220.5,0.014067,87.4,12.77,2.26,0.109,939.0,183.68,5788.0,4.122,0.1,1.474,1.05
5790807,0,79.99623328,0.0,0.594,6.3339,24384.0,0.149796,89.64,94.98,40.73,0.4352,717.0,62.49,6796.0,3.88,0.14,2.49,1.715
8892303,1,5.424749327,0.0,0.016,1.139,7680.0,0.079794,89.98,39.29,5.15,0.0504,625.0,36.05,4137.0,4.658,-0.22,0.591,0.58
5369827,1,3.606940379,0.0,0.857,1.0418,432.3,0.022221,86.68,14.77,2.04,0.0453,1046.0,283.23,5508.0,4.569,0.07,0.84,0.955
5302643,0,69.2002312,0.0,1.276,5.679,2271.5,0.326968,87.85,34.0,45.24,0.3576,585.0,27.66,7044.0,4.337,-0.22,1.267,1.291
6586746,1,6.26404774,0.0,0.232,2.39,378.7,0.017429,89.33,19.85,1.55,0.0615,809.0,101.27,5032.0,4.511,0.08,0.817,0.789
6436029,1,59.4969009,0.0,0.406,5.404,1262.1,0.032075,89.71,79.8,2.92,0.2769,369.0,4.36,4817.0,4.499,0.42,0.833,0.8
6197215,1,10.61345333,0.0,0.535,0.9829,150.2,0.011648,89.57,70.8,1.77,0.0953,987.0,224.63,5865.0,4.163,0.0,1.388,1.023
9244508,1,40.5289885,0.0,0.325,10.604,360.7,0.017565,89.34,28.16,5.92,0.2866,933.0,178.81,6443.0,3.74,0.56,3.086,1.907
9366886,0,0.633514386,0.0,0.231,1.2792,179.1,0.01202,86.49,3.779,0.81,0.0122,1357.0,807.27,4330.0,4.64,-0.26,0.618,0.61
3657176,0,17.4166143,0.0,0.489,2.445,314.2,0.016603,89.42,48.5,1.84,0.1337,723.0,64.73,5946.0,4.444,0.04,1.017,1.046
3969687,1,16.3583482,0.0,0.887,9.858,116.4,0.011577,81.83,6.24,2.23,0.1404,959.0,200.1,6133.0,4.084,0.36,1.765,1.377
9369366,0,36.0054414,0.0,0.745,3.262,117.5,0.01073,89.26,57.6,3.33,0.2617,1024.0,259.71,7048.0,3.797,0.04,2.838,1.84
6716545,1,13.9093544,0.0,0.132,6.765,86.8,0.008521,89.52,15.715,1.33,0.1179,928.0,175.14,6052.0,4.183,0.08,1.424,1.128
2989706,0,1.257689465,0.0,0.197,0.8399,945.6,0.028494,89.02,11.564,2.45,0.0215,1513.0,1244.66,5676.0,4.571,-0.4,0.787,0.84
3097346,0,4.029810359,0.0,0.45,3.3316,111.1,0.009822,86.92,8.38,1.77,0.0516,1479.0,1132.21,5929.0,4.055,0.08,1.651,1.127
6265792,1,0.935115863,0.0,0.243,1.6172,64.8,0.00738,86.81,4.362,1.05,0.0193,2124.0,4811.82,5874.0,4.252,0.16,1.297,1.096
9995402,1,3.57551429,0.0,0.462,2.364,92.8,0.008876,87.45,10.38,0.89,0.0431,1061.0,299.19,5213.0,4.434,0.14,0.917,0.832
5609593,1,136.205112,0.0,0.49,5.568,1209.3,0.031899,89.83,169.7,2.35,0.4626,248.0,0.89,4648.0,4.631,-0.1,0.675,0.711
5436338,1,6.30922043,0.0,0.118,1.3251,691.2,0.023605,89.82,36.99,1.37,0.054,606.0,31.73,4380.0,4.71,-0.92,0.53,0.524
11414465,1,2.94194296,0.0,0.03,2.056,278.0,0.01479,89.85,11.1,1.22,0.0363,988.0,225.15,4901.0,4.544,-0.06,0.758,0.733
6612284,0,1.245353252,0.0,0.528,2.152,224.2,0.014124,82.2,3.89,1.48,0.023,1704.0,1996.55,5982.0,4.493,-0.04,0.96,1.047
10586004,1,82.2001239,0.0,0.001,10.627,233.9,0.013819,90.0,59.91,2.57,0.3988,525.0,17.96,5758.0,4.072,0.3,1.704,1.251
4483138,1,15.3626052,0.0,0.25,3.736,468.3,0.019326,89.54,31.05,1.8,0.1126,608.0,32.23,5011.0,4.484,0.2,0.851,0.806
9475552,1,0.843379985,0.0,0.696,1.4474,343.3,0.01815,78.23,3.41,1.7,0.0163,1541.0,1329.99,4818.0,4.481,0.56,0.856,0.809
9475552,1,6.56606941,0.0,0.687,1.8455,402.4,0.019524,88.08,20.49,1.83,0.064,777.0,86.27,4818.0,4.481,0.56,0.856,0.809
8292840,1,10.49566303,0.0,0.16,4.7356,106.1,0.00948,89.46,16.89,1.34,0.0958,1009.0,244.59,6214.0,4.238,-0.16,1.297,1.059
10905911,1,1.34155642,0.0,0.259,1.6462,58.2,0.006995,87.56,6.089,0.74,0.0234,1642.0,1715.26,5779.0,4.44,-0.08,0.97,0.945
6964929,1,0.665025941,0.0,0.448,1.7542,104.7,0.009533,80.48,2.71,1.11,0.0153,2174.0,5246.66,5884.0,4.408,0.16,1.07,1.07
6432345,1,234.635652,0.0,0.025,6.965,868.5,0.026459,89.99,264.1,2.56,0.7097,267.0,1.2,5422.0,4.481,0.0,0.885,0.867
11565924,1,13.32191461,0.0,0.784,6.213,133.5,0.011586,85.72,10.51,2.88,0.1284,1299.0,672.06,6995.0,3.925,-0.12,2.274,1.584
6186964,1,2.164570593,0.0,0.338,1.2862,525.1,0.02106,88.44,12.4,1.27,0.0273,783.0,88.91,3941.0,4.713,-0.04,0.554,0.578
9693006,1,2.88878583,0.0,0.242,2.977,40.9,0.005802,88.09,7.26,0.84,0.0415,1423.0,969.05,5696.0,4.247,0.44,1.331,1.139
6627507,0,7.37453336,0.0,1.139,3.745,304.4,0.159773,70.73,3.45,87.08,0.0897,1654.0,1770.84,5028.0,3.289,0.14,4.991,1.766
5481148,0,22.023514,0.0,0.934,1.932,1670.0,0.04685,88.7,41.1,4.79,0.1531,639.0,39.45,5860.0,4.489,-0.08,0.936,0.986
